,video_id,channel_id,rank,component,watch_video_id,bot_name,phase,homepage_level,videopage_level,phase_level,topic,strategy,note,exp_stage,on_topic
175655,Zi_mQ0sKOfo,UC0cd_-e49hZpWLH3UIwoWRA,3,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,40,41,1,antitheist,watch,0,2,True
175656,HRxq1Vrf_Js,UC0cd_-e49hZpWLH3UIwoWRA,4,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,40,41,1,antitheist,watch,0,2,True
175657,7ae_XdFEQDw,UC0cd_-e49hZpWLH3UIwoWRA,5,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,40,41,1,antitheist,watch,0,2,True
175658,7OwRmy3jieM,UCQ3f82p5yb6MiA9O1LZbmEA,6,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,40,41,1,antitheist,watch,0,2,False
175659,cWGvPjNPo1U,UCN8V_pO0xOFKLL4XG1tshnw,7,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,40,41,1,antitheist,watch,0,2,False
175660,ZjFL8LtZBzE,UC0cd_-e49hZpWLH3UIwoWRA,8,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,40,41,1,antitheist,watch,0,2,True
175661,4tHyZdtXULw,UC8uT9cgJorJPWu7ITLGo9Ww,9,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,40,41,1,antitheist,watch,0,2,False
177462,GwzN5YwMzv0,UC1yNl2E66ZzKApQdRuTQ4tw,0,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177463,ahnwKC4xydc,UCshwRhftzkiov5wKR7M_LsQ,1,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177464,ptP2FbsYDDc,UCz8K1occVvDTYDfFo7N5EZw,2,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177465,ioVh5oufens,UCO0akufu9MOzyz3nvGIXAAw,3,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177466,HCzLpLBVBwk,UCxCfoSInadl-4i3F70zDt1A,4,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177467,2ytjESKleFo,UC0L1suV8pVgO4pCAIBNGx5w,5,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177468,wClJlarfyhE,UChFsYLqPUyLiZnfRog6wiZA,6,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177469,W-2MjDYWoyI,UCO0akufu9MOzyz3nvGIXAAw,7,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177470,xLg1-CLvZzk,UCO0akufu9MOzyz3nvGIXAAw,8,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177471,bCk4ycs2VOk,UCO0akufu9MOzyz3nvGIXAAw,9,videopage,11s4-pCstS8,antitheist_watch_0,videopage_experiment,80,81,2,antitheist,watch,0,3,False
177482,mMraxhd9Z9Q,UC9xkc8dWgBsFfC7DOJfJLFg,0,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,False
177483,5eW6Eagr9XA,UCHnyfMqiRRG1u-2MsSQLbXA,1,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,False
177484,gETtG1IHAyU,UCU_W0oE_ock8bWKjALiGs8Q,2,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,False
177485,6dv8zJiggBs,UCyGOloOIJWt8NlE4tnejQeA,3,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,False
177486,5KDnnp0sDkI,UC7kIy8fZavEni8Gzl8NLjOQ,4,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,True
177487,HTIqb0lty5w,UC7kIy8fZavEni8Gzl8NLjOQ,5,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,True
177488,irkKkdMFrs4,UCwWhs_6x42TyRM4Wstoq8HA,6,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,False
177489,v9EKV2nSU8w,UCAuUUnT6oDeKwE6v1NGQxug,7,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,False
177490,Xww1XC9T0lE,UCG1uayRlzz3ahT8ISRdyw7Q,8,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,True
177491,MB5IX-np5fE,UCAuUUnT6oDeKwE6v1NGQxug,9,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,0,0,0,antitheist,watch,1,1,False
179178,mMraxhd9Z9Q,UC9xkc8dWgBsFfC7DOJfJLFg,0,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179179,aC9tKeJCJtM,UC0p2OAXVoo9M1Z126B3fe3w,1,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179180,qN42ZLwNFBY,UCIf6t3gpKr_D46xuWlj9UAQ,2,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179181,yaWVflQolmM,UCpjlh0e319ksmoOD7bQFSiw,3,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179182,HeQX2HjkcNo,UCHnyfMqiRRG1u-2MsSQLbXA,4,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179183,5sPTDmazgJM,UC0cd_-e49hZpWLH3UIwoWRA,5,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,True
179184,9wLtCqm72-Y,UC0p2OAXVoo9M1Z126B3fe3w,6,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179185,5znVUFHqO4Q,UCKV0U8AoniJsHC32wkupUcg,7,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179186,Xc0kbM4tBYE,UC75rkFTpzXCG-G5OHdsPuFQ,8,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,False
179187,lbB7AhwaZy8,UC0cd_-e49hZpWLH3UIwoWRA,9,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,40,41,1,antitheist,watch,1,2,True
181103,mMraxhd9Z9Q,UC9xkc8dWgBsFfC7DOJfJLFg,0,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181104,5PF1JgXOKDQ,UClh4JeqYB1QN6f1h_bzmEng,1,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181105,uXyS-74sRTE,UCzQUP1qoWDoEbmsQxvdjxgQ,2,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181106,HTIqb0lty5w,UC7kIy8fZavEni8Gzl8NLjOQ,3,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,True
181107,xWVA6TeUKYU,UC-EnprmCZ3OXyAoG7vjVNCA,4,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181108,5znVUFHqO4Q,UCKV0U8AoniJsHC32wkupUcg,5,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181109,plcc6E-E1uU,UCSHZKyawb77ixDdsGog4iWA,6,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181110,9wLtCqm72-Y,UC0p2OAXVoo9M1Z126B3fe3w,7,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181111,7VM7HgjzI9U,UCz8K1occVvDTYDfFo7N5EZw,8,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181112,o8F8IajtW9U,UCMmaBzfCCwZ2KqaBJjkj0fw,9,videopage,fbqLXsTeTQ4,antitheist_watch_1,videopage_experiment,80,82,2,antitheist,watch,1,3,False
181122,8SOQduoLgRw,UCsooa4yRKGN_zEE8iknghZA,0,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181123,4jwUXV4QaTw,UCftwRNsjfRo08xYE31tkiyw,1,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181124,jaPMEjaV3EM,UCNye-wNBqNL5ZzHSJj3l8Bg,2,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181125,Dp6W7g9no0w,UCUMZ7gohGI9HcU9VNsr2FJQ,3,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181126,VRJzvJ5XPQI,UCftwRNsjfRo08xYE31tkiyw,4,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181127,EvknN89JoWo,UCHnyfMqiRRG1u-2MsSQLbXA,5,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181128,yVwAodrjZMY,UCAuUUnT6oDeKwE6v1NGQxug,6,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181129,i3i-4m7xYfo,UCTrQ7HXWRRxr7OsOtodr2_w,7,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181130,3jT_Zui1Am8,UCUMZ7gohGI9HcU9VNsr2FJQ,8,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
181131,gsMIT25iPXk,UCftwRNsjfRo08xYE31tkiyw,9,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,0,0,0,antitheist,watch,2,1,False
182731,srBjBiEGP7U,UC8aRaZ6_0weiS50pvCmo0pw,0,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182732,qLDp-aYnR1Y,UCSHZKyawb77ixDdsGog4iWA,1,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182733,ZXo66rawpHQ,UCUMZ7gohGI9HcU9VNsr2FJQ,2,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182734,2O8AN4ECizI,UCwX8RD5ivBjTm1QHIv7fm_Q,3,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182735,3K25VPdbAjU,UCgqt1RE0k0MIr0LoyJRy2lg,4,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182736,jrjQ8tuxbXM,UCkegEsZItEPQNItECCZA_pw,5,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182737,50r-5ULcWgY,UCSHZKyawb77ixDdsGog4iWA,6,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182738,olTClLF9JuQ,UC88lvyJe7aHZmcvzvubDFRg,7,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182739,VBPTFlpv31k,UCSHZKyawb77ixDdsGog4iWA,8,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
182740,dSVLjAdo8UA,UCSHZKyawb77ixDdsGog4iWA,9,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,40,40,1,antitheist,watch,2,2,False
184645,I845O57ZSy4,UCSHZKyawb77ixDdsGog4iWA,0,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184646,LTno5MPl7I4,UCCFsPbWPqGWg2oUhPM27X6g,1,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184647,mri_1W5OWcI,UCvlVuntLjdURVD3b3Hx7kxw,2,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184648,hppbxV9C63g,UCSHZKyawb77ixDdsGog4iWA,3,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184649,3jT_Zui1Am8,UCUMZ7gohGI9HcU9VNsr2FJQ,4,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184650,50r-5ULcWgY,UCSHZKyawb77ixDdsGog4iWA,5,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184651,Dp6W7g9no0w,UCUMZ7gohGI9HcU9VNsr2FJQ,6,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184652,dSVLjAdo8UA,UCSHZKyawb77ixDdsGog4iWA,7,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184653,VBPTFlpv31k,UCSHZKyawb77ixDdsGog4iWA,8,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184654,xWVA6TeUKYU,UC-EnprmCZ3OXyAoG7vjVNCA,9,videopage,QGVB4PkeKxs,antitheist_watch_2,videopage_experiment,80,81,2,antitheist,watch,2,3,False
184665,mMraxhd9Z9Q,UC9xkc8dWgBsFfC7DOJfJLFg,0,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,False
184666,gETtG1IHAyU,UCU_W0oE_ock8bWKjALiGs8Q,1,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,False
184667,yqaHXKLRKzg,UCFxceKSCxIpEYlBKlryO6uw,2,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,False
184668,he-7vs0BkLE,UC0cd_-e49hZpWLH3UIwoWRA,3,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,True
184669,PhjytYH-KsU,UCIv3LvN_0CNzMpSrTF9naNA,4,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,True
184670,7V6UNSvHVDM,UClh4JeqYB1QN6f1h_bzmEng,5,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,False
184671,lbB7AhwaZy8,UC0cd_-e49hZpWLH3UIwoWRA,6,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,True
184672,8bewMBhtJvU,UCb062gdTsC6FPvnzCPVvsTw,7,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,True
184673,cuFD_jWyPWA,UCIv3LvN_0CNzMpSrTF9naNA,8,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,True
184674,jRfaRYnJNJ8,UCprs0DXUS-refN1i8FkQkdg,9,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,0,0,0,antitheist,watch,3,1,True
186227,q0mljE9K-gY,UCxzvNYT-17mjYJMuDzGx7AA,0,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,False
186228,7V6UNSvHVDM,UClh4JeqYB1QN6f1h_bzmEng,1,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,False
186229,rahw_YwTfZ0,UCprs0DXUS-refN1i8FkQkdg,2,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,True
186230,jRfaRYnJNJ8,UCprs0DXUS-refN1i8FkQkdg,3,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,True
186231,Z2FGgkubhZM,UCux-_Fze30tFuI_5CArwSmg,4,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,False
186232,yR_ueXuBiww,UCm5J1Fu_dHgBcMTpXu-NXUw,5,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,True
186233,DprmL8Qkgik,UC7kjk77Ma9xU9WMMgQcZSog,6,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,False
186234,he-7vs0BkLE,UC0cd_-e49hZpWLH3UIwoWRA,7,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,True
186235,1jAs86V93Z0,UCprs0DXUS-refN1i8FkQkdg,8,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,True
186236,gBQJsSXbmsU,UCprs0DXUS-refN1i8FkQkdg,9,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,40,40,1,antitheist,watch,3,2,True
188049,Xc0kbM4tBYE,UC75rkFTpzXCG-G5OHdsPuFQ,0,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188050,00hfOyt4gAE,UCpZ5qUqpW4hW4zdfuBxMSJA,1,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188051,s-hiLx_qNHQ,UCpZ5qUqpW4hW4zdfuBxMSJA,2,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188052,2zy3YmZshMc,UCpZ5qUqpW4hW4zdfuBxMSJA,3,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188053,ZHuST-QDGHs,UCpZ5qUqpW4hW4zdfuBxMSJA,4,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188054,7V6UNSvHVDM,UClh4JeqYB1QN6f1h_bzmEng,5,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188055,KdtpBKKIvrk,UCpZ5qUqpW4hW4zdfuBxMSJA,6,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188056,rahw_YwTfZ0,UCprs0DXUS-refN1i8FkQkdg,7,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,True
188057,E7-Kht9Xnzc,UCpZ5qUqpW4hW4zdfuBxMSJA,8,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188058,Z2FGgkubhZM,UCux-_Fze30tFuI_5CArwSmg,9,videopage,C5bKQnkekp4,antitheist_watch_3,videopage_experiment,80,79,2,antitheist,watch,3,3,False
188069,NhgNHEzKxcI,UC0q0C_Qc5J4qHF6gjzzwe7g,0,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188070,iSh-D4MWgA8,UCqi5f-IQ4dpMH1p1alrLhqg,1,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188071,5f-JlzBuUUU,UCSHZKyawb77ixDdsGog4iWA,2,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188072,VxGMqKCcN6A,UCAuUUnT6oDeKwE6v1NGQxug,3,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188073,MawwCJ5q-2Y,UCu_u-P3cBFO7D-sAjxd_I-w,4,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188074,FdKQH3jxeLs,UCIQ8Zpb_NYmKcRLkRI3wb7w,5,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,True
188075,735o-d62FGE,UCKsrlnoNUVOmFAskzeZdu6A,6,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188076,VNIRUigPxA8,UC4JKpMFBjWG_3xE9BTQpvpw,7,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188077,d5KnGaHFF6U,UCgSlWFwG9zKpWpdiCLwHzDA,8,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,False
188078,5lfTPTFN94o,UCH_zYYXkJpULueOVZTkY4Bw,9,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,0,0,0,antitheist,watch,4,1,True
189769,yqaHXKLRKzg,UCFxceKSCxIpEYlBKlryO6uw,0,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189770,I845O57ZSy4,UCSHZKyawb77ixDdsGog4iWA,1,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189771,iSh-D4MWgA8,UCqi5f-IQ4dpMH1p1alrLhqg,2,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189772,MawwCJ5q-2Y,UCu_u-P3cBFO7D-sAjxd_I-w,3,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189773,735o-d62FGE,UCKsrlnoNUVOmFAskzeZdu6A,4,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189774,5f-JlzBuUUU,UCSHZKyawb77ixDdsGog4iWA,5,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189775,YXlfjzl-CFw,UCqoAEDirJPjEUFcF2FklnBA,6,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189776,NhgNHEzKxcI,UC0q0C_Qc5J4qHF6gjzzwe7g,7,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189777,8VVD9NdrltI,UCPgLNge0xqQHWM5B5EFH9Cg,8,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
189778,d5KnGaHFF6U,UCgSlWFwG9zKpWpdiCLwHzDA,9,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,40,41,1,antitheist,watch,4,2,False
191596,iSh-D4MWgA8,UCqi5f-IQ4dpMH1p1alrLhqg,0,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191597,I845O57ZSy4,UCSHZKyawb77ixDdsGog4iWA,1,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191598,pvRY3r-b0QI,UC78Ib99EBhMN3NemVjYm3Ig,2,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191599,735o-d62FGE,UCKsrlnoNUVOmFAskzeZdu6A,3,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191600,5f-JlzBuUUU,UCSHZKyawb77ixDdsGog4iWA,4,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191601,lWZ2Bz0tS-s,UCB31oh4SvSvz5LCM84Pov9w,5,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191602,MawwCJ5q-2Y,UCu_u-P3cBFO7D-sAjxd_I-w,6,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191603,oDYun154ws0,UC5Qu8GvA0lUm3GmzBqmmfeg,7,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191604,GYYNY2oKVWU,UCH_zYYXkJpULueOVZTkY4Bw,8,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,True
191605,d5KnGaHFF6U,UCgSlWFwG9zKpWpdiCLwHzDA,9,videopage,hKOj5x-PqPs,antitheist_watch_4,videopage_experiment,80,80,2,antitheist,watch,4,3,False
191616,BsEEO7sd0J8,UCPAt6z5uX_c5Eo_cSNROzYw,0,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,False
191617,GOCUH7TxHRI,UCAuUUnT6oDeKwE6v1NGQxug,1,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,False
191618,k2F_H11dyd8,UCIYLOcEUX6TbBo7HQVF2PKA,2,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,False
191619,N6rjCvgRkq0,UCZaT_X_mc0BI-djXOlfhqWQ,3,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,True
191620,cEjC5Hsbhpo,UCKL_VqV2UqBnmjGy4fLQ24g,4,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,True
191621,lHbnVzIFttE,UCKL_VqV2UqBnmjGy4fLQ24g,5,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,True
191622,ZXx56acW1KM,UCKL_VqV2UqBnmjGy4fLQ24g,6,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,True
191623,ePBmpvUQ2hc,UCDFLiE2iGUvlZMmhemzy6eA,7,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,False
191624,7Xxrl8aj8aQ,UC_XanpDlhCrTbQ6V1rdHrDg,8,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,False
191625,ulRXvH8VOl8,UCqC_GY2ZiENFz2pwL0cSfAw,9,videopage,UqYaLbaZadw,politics-left_delete_0,videopage_experiment,0,0,0,politics-left,delete,0,1,False
