title,country,mbfc_page,bias_raw,factual,label,url,channel_id
American Immigration Council,US,leftcenter,leftcenter04,High,LC,https://www.americanimmigrationcouncil.org,UCqxV2UDMOvjHrUtyEvkrdYQ
American Public Media,US,leftcenter,leftcenter10,High,LC,https://www.americanpublicmedia.org,UCZPXnQFNAO0vFvh7bh0Cxfg
America Magazine,US,leftcenter,leftcenter10,High,LC,https://www.americamagazine.org/,UCYC5hBwBcQ1WGJ0pFeMJBUQ
Anchorage Daily News,US,leftcenter,leftcenter08,High,LC,https://www.adn.com/,UC4JVxN39Y1vCOp8tQ8EbUSg
Anniston Star,US,leftcenter,leftcenter02,High,LC,https://www.annistonstar.com,UCAizlZwsykWD0uOkciwG1QQ
Anthropocene Magazine,US,leftcenter,leftcenter09,High,LC,https://www.anthropocenemagazine.org/,UC-QY9bKrNYUzBZgaoedB1gA
Anti Defamation League (ADL),US,leftcenter,leftcenter02,High,LC,https://www.adl.org,UCfVotMGyD7sVMomr2AzsBtQ
APM Reports,US,leftcenter,leftcenter08,High,LC,https://www.apmreports.org/,UCgtbbvo6pzkmJoznW9DYHfw
AOL,US,leftcenter,leftcenter04,High,LC,https://www.aol.com/,UCjI99XUrHepEDxBfNA_ckEA
Arizona Daily Star,US,leftcenter,leftcenter06,High,LC,https://tucson.com/,UCeYHpGha-z3ahTum2tpvf-g
Arizona Republic,US,leftcenter,leftcenter09,High,LC,https://www.azcentral.com,UCjIxD2JsiU6RmvOXaLNthHg
Arizona Daily Sun,US,leftcenter,leftcenter11,High,LC,https://azdailysun.com,UCn6vAsc6IoU49ifYSc6GZvQ
Arkansas Times,US,leftcenter,leftcenter01,High,LC,https://www.arktimes.com,UCeLoup1A6odH6fp_4pj1sCQ
Asheville Citizen Times,US,leftcenter,leftcenter11,High,LC,https://www.citizen-times.com/,UC-haXOxWKiH9iF1rIM5iDtw
Arms Control Association,US,leftcenter,leftcenter09,High,LC,https://www.armscontrol.org,UCo8uh58ZpJ7yqhb9peGXE8Q
Asia Sentinel,US,leftcenter,leftcenter02,Mixed,LC,https://www.asiasentinel.com/,
Atavist Magazine,US,leftcenter,leftcenter10,Veryhigh,LC,https://magazine.atavist.com/,
Atlanta Black Star,US,leftcenter,leftcenter03,High,LC,https://atlantablackstar.com/,UC1hxUKIonH_8N7Xqj65IEsg
ATTN:,US,leftcenter,leftcenter07,High,LC,https://www.attn.com/,UCX1QptigcsbBubVqtB1JK7g
The Atlantic,US,leftcenter,leftcenter06,High,LC,https://www.theatlantic.com/,UCK0z0_5uL7mb9IjntOKi5XQ
Government Executive,US,leftcenter,leftcenter11,High,LC,https://www.govexec.com/,UCRHZlzdZGd_eD17SgoZRprQ
Atlanta Journal Constitution,US,leftcenter,leftcenter11,High,LC,https://www.ajc.com/,UCX8Mxrilgd_scmtQUo77CUA
AV Club,US,leftcenter,leftcenter04,High,LC,https://www.avclub.com/,UCsDdQUPa4NvPvf2f00E5zfw
Austin Daily Herald (Minnesota),US,leftcenter,leftcenter10,High,LC,https://www.austindailyherald.com/,UCJ5HAg94Wy4OhzpxBGhlVzA
Austin American Statesman,US,leftcenter,leftcenter10,High,LC,https://www.statesman.com/,UCf0aMG-_d_ol_7BEllE3kRw
Axios,US,leftcenter,leftcenter09,High,LC,https://www.axios.com/,UCfU4-ArXuSX0tpyApyklMAg
BackChannel,US,leftcenter,leftcenter10,Veryhigh,LC,https://backchannel.com/,
Baltimore Sun,US,leftcenter,leftcenter06,High,LC,https://www.baltimoresun.com/,UCi3XG3QjiaTUpIrzDMZEpjQ
Bangor Daily News,US,leftcenter,leftcenter09,High,LC,https://bangordailynews.com/,UCdI1qc1goct0ETIuuVXcFoA
Baptist News Global,US,leftcenter,leftcenter10,High,LC,https://baptistnews.com/,UCLCH8ih5AkKTS0VKDUIvK8g
Battle Creek Enquirer,US,leftcenter,leftcenter10,High,LC,https://www.battlecreekenquirer.com,UCdCqWjtr2X_qJfutOuQsQtQ
Bellingham Herald,US,leftcenter,leftcenter05,High,LC,https://www.bellinghamherald.com/,UCdvNyVMVK2rOqXk3drYgkag
Berkeleyside,US,leftcenter,leftcenter05,High,LC,https://www.berkeleyside.com/,UCEGPkF2XdEMbj-JRyoWk3Mg
Berkshire Eagle,US,leftcenter,leftcenter07,High,LC,https://www.berkshireeagle.com/,UCvL92VdN1kAeX_769U407Nw
Bing News,US,leftcenter,leftcenter04,High,LC,https://www.bing.com/news/,
BillMoyers.com,US,leftcenter,leftcenter09,High,LC,https://billmoyers.com/,UCmL2pyZOCTQl0-ntGBWDZIQ
Bluestem Prairie,US,leftcenter,leftcenter05,High,LC,http://www.bluestemprairie.com/,UCz_JQ884ulyNUdNVmbOuPJQ
Bleacher Report,US,leftcenter,leftcenter08,MostlyFactual,LC,https://bleacherreport.com/,UC9-OpMMVoNP5o10_Iyq7Ndw
Bloomberg News,US,leftcenter,leftcenter10,MostlyFactual,LC,https://www.bloomberg.com/,UCV61VqLMr2eIhH4f51PV0gA
Boy Genius Report (BGR),US,leftcenter,leftcenter08,High,LC,https://bgr.com/,UCMZ4_BH8o3tCFKTR_Ta1TiA
Boston.com,US,leftcenter,leftcenter10,High,LC,https://www.boston.com/,UC8IkdxFyPXgw11n4Ew0osHQ
Boston Globe,US,leftcenter,leftcenter07,High,LC,https://www.bostonglobe.com/,UCcNkwfTQuXAxAFwoAUHweJA
Brennan Center for Justice,US,leftcenter,leftcenter03,High,LC,https://www.brennancenter.org/,UCcNkGwVX4_F1rcgItwCk1zQ
Buffalo News,US,leftcenter,leftcenter06,High,LC,https://www.buffalonews.com/,UCBd4z-pRWOCWjhUn1NK-sdA
Brookings Institution,US,leftcenter,leftcenter09,Veryhigh,LC,https://www.brookings.edu/,UCi7jxgIOxcRaF4Q54U7lF3g
Bustle Magazine,US,leftcenter,leftcenter02,MostlyFactual,LC,https://www.bustle.com/,UCqLj_VGACwmDa0FZ4UV3j-w
CalWatchdog.com,US,leftcenter,leftcenter10,High,LC,https://calwatchdog.com,UCmo5Kkt0WQsnSQ7PFS3X0HA
Business Insider,US,leftcenter,leftcenter06,High,LC,http://www.businessinsider.com/,UCcyq283he07B7_KUX07mmtA
Buzzfeed News,US,leftcenter,leftcenter01,Mixed,LC,https://www.buzzfeednews.com,UCf4FYTsGFFcdc68AUPIU3RA
Caribbean Life News,US,leftcenter,leftcenter05,High,LC,https://www.caribbeanlifenews.com/,
Capital Gazette,US,leftcenter,leftcenter06,High,LC,https://www.capitalgazette.com/,UCH5D4S5VIGCXuIh5u_kYvUQ
Carnegie Endowment for International Peace (CEIP),US,leftcenter,leftcenter06,High,LC,https://carnegieendowment.org/,UCDeDd29TrRzAkSKXBCtGhxA
Carolina Public Press,US,leftcenter,leftcenter06,High,LC,http://carolinapublicpress.org/,UC1il8sXpk7wC36kVWCwO9kQ
Center for Advanced Defense Studies,US,leftcenter,leftcenter09,High,LC,https://c4ads.org/,
CBS Boston - WBZ TV,US,leftcenter,leftcenter09,High,LC,https://boston.cbslocal.com/,UCi4fcBVyo4CAnmdgXeO-NvA
CBS News,US,leftcenter,leftcenter06,High,LC,https://www.cbsnews.com,UC8p1vwvWtl6T73JiExfWs1g
Center for Global Development,US,leftcenter,leftcenter05,High,LC,https://www.cgdev.org/,UCWC4mmS_a-0K6JX6QX0hL8w
Center for Inquiry,US,leftcenter,leftcenter07,High,LC,https://centerforinquiry.org,UCp7LPFmh6pyFpWQY6htER3A
Center for International Policy,US,leftcenter,leftcenter03,High,LC,https://www.internationalpolicy.org/,UCuDgPaqy0rVMUEeKHKgkDfw
Center for a New American Security,US,leftcenter,leftcenter10,High,LC,https://www.cnas.org/,UCoooV8TQKY3Llh_Llcp9Asg
Center for Popular Democracy,US,leftcenter,leftcenter02,High,LC,http://populardemocracy.org/,UCiU_Sh7AsIry-eQaYeAPR8g
Center for Public Integrity,US,leftcenter,leftcenter04,High,LC,https://www.publicintegrity.org/,UC15_VPYQCnOZU4crj7g8aIA
The Center on Budget and Policy Priorities,US,leftcenter,leftcenter08,High,LC,http://www.cbpp.org/,UC9gHZDwMWIVXSilOt8pOr6Q
Charleston Gazette Mail,US,leftcenter,leftcenter08,High,LC,https://www.wvgazettemail.com/,UCgfW_e_C-P02GxwPjN26uLA
Charlotte Observer,US,leftcenter,leftcenter06,High,LC,https://www.charlotteobserver.com,UCO6BPX6_ubwGTGHIVdYTpcg
Chicago Sun Times,US,leftcenter,leftcenter05,High,LC,https://chicago.suntimes.com/,UCvU3ALK4osa_RV4znIToB2Q
The China Africa Project (CAP),US,leftcenter,leftcenter06,High,LC,https://chinaafricaproject.com/,UC6fA3urPopcM6OzH5Ylg2cw
Cheddar,US,leftcenter,leftcenter10,High,LC,https://cheddar.com,UC04KsGq3npibMCE9Td3mVDg
Citizen Truth,US,leftcenter,leftcenter05,High,LC,https://citizentruth.org,UCgnLOrMI6z6RUXX2IxrP7qg
Citizens for Tax Justice,US,leftcenter,leftcenter06,MostlyFactual,LC,https://ctj.org/,UCAN_CiJhTsUuixhpWdmYOOw
Citizens for Responsibility and Ethics in Washington (CREW),US,leftcenter,leftcenter03,High,LC,https://www.citizensforethics.org,UC5I4mzoVcZz6nAn1BR7Bv6w
CityLab,US,leftcenter,leftcenter04,High,LC,https://www.citylab.com,UCSu7FomcXZj1kMaWhd9M6Rg
Clean Technica,US,leftcenter,leftcenter09,Veryhigh,LC,https://cleantechnica.com/,UCSUThAoiQIrb5lqUAwbaxfg
City Pages,US,leftcenter,leftcenter10,High,LC,http://www.citypages.com/,UCSgGy6BQKh4aumwddNnyxwA
Clarion Ledger,US,leftcenter,leftcenter07,High,LC,https://www.clarionledger.com/,UCq4LMtXMLtaPLzAZurJqQxg
CNBC,US,leftcenter,leftcenter06,MostlyFactual,LC,https://www.cnbc.com/,UCvJJ_dzjViJCoLf5uKUTwoA
Committee to Investigate Russia,US,leftcenter,leftcenter09,High,LC,https://investigaterussia.org,UCaSlEYI7WQq0zextePz7-GQ
Columbia Journalism Review,US,leftcenter,leftcenter04,High,LC,https://www.cjr.org/,UC3o7yBawJfbZ6D5-TvACl5w
Commonweal Magazine,US,leftcenter,leftcenter08,High,LC,https://www.commonwealmagazine.org,UCMiE0Vt1eU5DO6Wn2lafqLw
Common Cause,US,leftcenter,leftcenter06,High,LC,https://www.commoncause.org,UC-YkVqatcHYigrnu_1xKsxA
Commonwealth Fund,US,leftcenter,leftcenter03,High,LC,https://www.commonwealthfund.org/,UCtkBGr32o9IDcWWStibw26g
Connecticut Post,US,leftcenter,leftcenter07,High,LC,https://www.ctpost.com,
Corpus Christi Caller Times,US,leftcenter,leftcenter10,High,LC,https://www.caller.com,UCbTSog1iMsJrfR5GbAlQoQw
Consortium News,US,leftcenter,leftcenter08,MostlyFactual,LC,https://consortiumnews.com/,UCDZuNFwJ4BIRV_Z5IxFXVrA
Constitution Project,US,leftcenter,leftcenter05,MostlyFactual,LC,https://constitutionproject.org/,UCndD9tb2oz-JBDKFs1flKsQ
Crosscut.com,US,leftcenter,leftcenter05,High,LC,https://crosscut.com/,UCoJoJDmmqTJutQMP5RAQsMA
Council for the National Interest,US,leftcenter,leftcenter04,High,LC,http://www.councilforthenationalinterest.org/,UCUN1qJNMrbW9mTcbjmEhYXg
CT Mirror,US,leftcenter,leftcenter01,High,LC,https://ctmirror.org/,UCtufJvOsGkXrhn2nH3tQWyw
Daily Hampshire Gazette,US,leftcenter,leftcenter05,High,LC,https://www.gazettenet.com,UC97luaV_MfuOgLUXoRpqZ-Q
DCReport.org,US,leftcenter,leftcenter01,High,LC,https://www.dcreport.org/,UCJN75PLD50xD6FIa3dtohJw
Deadline Hollywood,US,leftcenter,leftcenter05,High,LC,https://deadline.com/,UC0fTbhgouDMneMzSluKaXAA
Democracy 21,US,leftcenter,leftcenter02,High,LC,http://www.democracy21.org/,
Delaware Online - The News Journal,US,leftcenter,leftcenter09,High,LC,http://www.delawareonline.com/,UCJ7JgIIYqTD0m5xLm66fZYA
Democrat and Chronicle,US,leftcenter,leftcenter07,High,LC,https://www.democratandchronicle.com/,UCFiwUZWV8SNcQzGRe-OGTqQ
Denver Westword,US,leftcenter,leftcenter01,High,LC,https://www.westword.com/,UCe4qJuBWUIdniSFBV1fRAHw
Denver Post,US,leftcenter,leftcenter05,High,LC,https://www.denverpost.com/,UCDlkrCpxEOO1qLwCs_Br_Wg
Digg,US,leftcenter,leftcenter09,High,LC,http://digg.com/,UC5-oVsRPiz6Edf2A6Pj9JNQ
Detroit Free Press,US,leftcenter,leftcenter06,High,LC,https://www.freep.com/,UCdHm_sm5CzM8ftbORawpKYA
DiversityInc,US,leftcenter,leftcenter06,High,LC,http://www.diversityinc.com,UCV8O5e99OWKG8xmzf8c4t9Q
Earth Institute,US,leftcenter,leftcenter09,High,LC,http://earth.columbia.edu/sections/view/9,
East Bay Times,US,leftcenter,leftcenter09,High,LC,https://www.eastbaytimes.com/,
EarthJustice,US,leftcenter,leftcenter01,High,LC,https://earthjustice.org,UCdEXiZuSR2Q1WQATKkClbhA
Econofact,US,leftcenter,leftcenter09,High,LC,https://econofact.org/,UCCl5qcJ3bFb2CYTUNKE_Yhw
Economic Policy Institute,US,leftcenter,leftcenter05,High,LC,https://www.epi.org,UCBP_y4Vi31ZECb1I9rOTL0Q
Electronic Frontier Foundation,US,leftcenter,leftcenter10,High,LC,https://www.eff.org/,UCS66aeKQNvJSOOGPjVHDE3Q
El Paso Times,US,leftcenter,leftcenter10,High,LC,https://www.elpasotimes.com/,UCO76nfOYxfjdTeS0HFDiSwA
Engadget,US,leftcenter,leftcenter06,High,LC,https://www.engadget.com/,UC-6OW5aJYBFM33zXQlBKPNA
Entertainment Weekly,US,leftcenter,leftcenter08,High,LC,https://ew.com,UClWCQNaggkMW7SDtS3BkEBg
Eurasia Review,US,leftcenter,leastbiased02,High,C,https://www.eurasiareview.com/,UCmHL2CjQNTh89WpMrnDAWAQ
Facebook News,US,leftcenter,leftcenter02,MostlyFactual,LC,https://www.facebook.com/news,
Fairness & Accuracy in Reporting (FAIR),US,leftcenter,leftcenter05,High,LC,http://fair.org/,
Fast Company Magazine,US,leftcenter,leftcenter07,High,LC,https://www.fastcompany.com/,UCqeXB2WsPdzcdCdP-bUc52g
Fact / Myth,US,leftcenter,leftcenter09,High,LC,http://factmyth.com/,
FairVote,US,leftcenter,leftcenter09,High,LC,http://www.fairvote.org/,UCb8R3tlbcYaE5J5-HUBf7mw
FiveThirtyEight,US,leftcenter,leftcenter10,High,LC,https://fivethirtyeight.com/,UCFTSB49Ut6hNt08IdfS5UbA
Feminist Frequency,US,leftcenter,leftcenter10,High,LC,https://feministfrequency.com/,UC7Edgk9RxP7Fm7vjQ1d-cDA
Fight for the Future,US,leftcenter,leftcenter04,,LC,https://www.fightforthefuture.org,UC8QlojxJEilcCFExqn4qc2A
Freakonomics Radio,US,leftcenter,leftcenter07,High,LC,https://freakonomics.com/,UCoNu78-9hNkgWXmIvJUCfzQ
Foreign Policy in Focus,US,leftcenter,leftcenter08,High,LC,http://fpif.org/,
Fort Worth Weekly,US,leftcenter,leftcenter04,High,LC,https://www.fwweekly.com/,UCYuhv8McIA_0znEhEkaCn8Q
Fresno Bee,US,leftcenter,leftcenter07,High,LC,https://www.fresnobee.com/,UCZvZ0x94IKEjEB7yomwNOCQ
Fusion,US,leftcenter,leftcenter04,High,LC,https://fusion.tv/,UCd2QBrKT_GzjlsMOX4lLHOQ
Global Post,US,leftcenter,leftcenter08,High,LC,http://www.pri.org/programs/globalpost,
Global Citizen,US,leftcenter,leftcenter07,High,LC,https://www.globalcitizen.org/en/,UCg3_C7BwcV0kBlJbBFHTPJQ
Global Real News,US,leftcenter,leftcenter05,Mixed,LC,https://globalrealnews.com,
Gothamist,US,leftcenter,leftcenter05,High,LC,https://gothamist.com/,UCY_2VeS5Q9_sMZRhtvF0c5Q
Governing Magazine,US,leftcenter,leftcenter10,High,LC,http://www.governing.com/,UCC416ff98feAAkAmieb23qw
Government Accountability Project (GAP),US,leftcenter,leftcenter05,High,LC,https://whistleblower.org/,UCviOLLdWe7AlouLDFErQYag
Government Executive,US,leftcenter,leftcenter09,High,LC,https://www.govexec.com/,UCibPXLjzOTH65czLITwI05Q
Greensboro News and Record,US,leftcenter,leftcenter07,High,LC,https://www.greensboro.com/,UC5QmrOsYUS5DKOpgVQ9NaFQ
Google News,US,leftcenter,leftcenter02,High,LC,https://news.google.com/,
Greentech Media,US,leftcenter,leftcenter06,High,LC,https://www.greentechmedia.com/,UCOotVvzwM_kIiUpj5S4y8Jg
The Hartford Courant,US,leftcenter,leftcenter06,,LC,http://www.courant.com/,UCgnuydJkq2D4NMj72L0I5vQ
Health Magazine,US,leftcenter,leftcenter07,Mixed,LC,https://www.health.com/,UCF11Yrx9bAy2Q6j6lgo0JwQ
Harper's Magazine,US,leftcenter,leftcenter09,High,LC,https://harpers.org,
Grist,US,leftcenter,leftcenter04,High,LC,http://grist.org/,UC7ga3FLMFOOpMQwaYoW42bw
Gun Violence Archive,US,leftcenter,leftcenter10,High,LC,https://www.gunviolencearchive.org,
HealthyWay,US,leftcenter,leftcenter07,High,LC,https://www.healthyway.com,UCH2atiUfcQQUayKtIhfJZYQ
Harvard Political Review,US,leftcenter,leftcenter09,High,LC,http://harvardpolitics.com/,UC4crbddp1Oroq01LSUEjsrQ
Heavy,US,leftcenter,leftcenter10,High,LC,https://heavy.com,UCDH6W-YM39hL0_vgeB3EDsA
Highline,US,leftcenter,leftcenter06,High,LC,http://highline.huffingtonpost.com,
High Country News,US,leftcenter,leftcenter05,High,LC,https://www.hcn.org,UCcsABlXkft9BcOixi-WSfkA
History News Network,US,leftcenter,leftcenter06,High,LC,http://historynewsnetwork.org/,UC2mcfqlxA-6ei8RcXoraqGA
Human Rights Watch,US,leftcenter,leftcenter10,High,LC,https://www.hrw.org/,UCoS-mm5bC5eY07AaKntKzgw
Hollywood Reporter,US,leftcenter,leftcenter08,High,LC,https://www.hollywoodreporter.com/,UCZ8Sxmkweh65HetaZfR8YuA
Honolulu Civil Beat,US,leftcenter,leftcenter01,High,LC,https://www.civilbeat.org,UCZW7rxzor_SN0wabU5M9QyQ
Houston Chronicle,US,leftcenter,leftcenter08,High,LC,https://www.houstonchronicle.com/,UCnqTK-gPZiJ7hlT4xyvMQ0g
Honolulu Star Advertiser,US,leftcenter,leftcenter09,High,LC,https://www.staradvertiser.com/,UCoMkJtubO2MhiCktOkUAi7Q
If Americans Knew,US,leftcenter,leftcenter03,High,LC,https://ifamericansknew.org,UCXLRhe7EQV3rg-bdK0cr1zw
Inside Edition,US,leftcenter,leftcenter09,High,LC,https://www.insideedition.com,UC9k-yiEpRHMNVOnOi_aQK8w
Inquisitr,US,leftcenter,leftcenter04,Mixed,LC,https://www.inquisitr.com/news/,UCVykXnNvvMNLM6q0l7V4ivA
Inside Higher Ed,US,leftcenter,leftcenter11,High,LC,https://www.insidehighered.com/,UCFqFEoChllBJi7E9MAuZ9WQ
Insider,US,leftcenter,leftcenter04,High,LC,https://www.insider.com/,UCHJuQZuzapBh-CuhRYxIZrg
Inside Philanthropy,US,leftcenter,leftcenter05,High,LC,https://www.insidephilanthropy.com,UCOURHa5O1tfrqZXsl_P5lXw
InsideClimate News,US,leftcenter,leftcenter04,High,LC,https://insideclimatenews.org/,UCd4lxXRLFr9_xtGYv1uWeug
Institute on Taxation and Economic Policy (ITEP),US,leftcenter,leftcenter07,High,LC,https://itep.org/,UC54QU57vK7LlLM-PVULcLzA
Institute for Middle East Understanding (IMEU),US,leftcenter,leftcenter06,High,LC,https://imeu.org,UCnEvnIjpVqG3gDfPFPYfB_A
International Center for Research on Women,US,leftcenter,leftcenter07,High,LC,https://www.icrw.org/,UCNd-nd1TNXi-g9oxzWq-qFw
International Business Times,US,leftcenter,leftcenter07,Mixed,LC,https://www.ibtimes.com/,UCI1H2wxkvshpCcUNNOEc4Gw
Inverse,US,leftcenter,leftcenter06,High,LC,https://www.inverse.com,UCEA0LA7k6hwZM-xocspYQjQ
Jackson Free Press,US,leftcenter,leftcenter05,High,LC,http://www.jacksonfreepress.com,UCgqn-C4g5NLv6NAx7KkA4Rw
(The) Interpreter Magazine,US,leftcenter,leftcenter10,High,LC,http://www.interpretermag.com/,
Jihadica,US,leftcenter,leftcenter09,High,LC,http://www.jihadica.com/,
Joint Center for Political and Economic Studies,US,leftcenter,leftcenter06,High,LC,https://jointcenter.org/,UCp9whNSjWmlqW8v4K1-tyvA
Kansas City Star,US,leftcenter,leftcenter07,High,LC,https://www.kansascity.com,UCDKXqKVQz__gFavp64iyx8w
Journal of Politics and Society,US,leftcenter,leftcenter10,Veryhigh,LC,http://www.helvidius.org/,
JStor Daily,US,leftcenter,leftcenter06,High,LC,http://daily.jstor.org/,UCQM-7sUBV6Z-PVas0S4k0lw
Kenosha News,US,leftcenter,leftcenter09,High,LC,https://www.kenoshanews.com/,UC8sTKrXyc6P6KgBONloatXw
Just Security,US,leftcenter,leftcenter04,High,LC,https://www.justsecurity.org/,UCI8Am095laG_hASUH_HH8fA
Knight Foundation,US,leftcenter,leftcenter10,High,LC,https://www.knightfoundation.org/,UCLnNIh2YXU6i2YTntbTyCWQ
KOCO News 5,US,leftcenter,leftcenter11,High,LC,http://www.koco.com/,UCoIhMkbeDRBImkGiA5mZp5A
Kotaku,US,leftcenter,leftcenter05,High,LC,https://kotaku.com,UCVS9tA3PI8Gard_LrTx0YsQ
KQED,US,leftcenter,leftcenter06,High,LC,https://www.kqed.org/,UCeC0IOo7i1P_61zVUWbJ4nw
KMOV,US,leftcenter,leftcenter09,High,LC,http://www.kmov.com/,UCwHKLYLfz6M14SbBahFH5VA
KUOW NPR,US,leftcenter,leftcenter08,High,LC,https://kuow.org/,UCbAzV-QAfHd1ckMfwU1d0Eg
Laconia Daily Sun,US,leftcenter,leftcenter10,High,LC,https://www.laconiadailysun.com/,
Las Vegas Sun,US,leftcenter,leftcenter03,High,LC,https://lasvegassun.com,UCo30hbSt6D9z2ObnR4Goo0A
LA Times (Los Angeles Times),US,leftcenter,leftcenter05,High,LC,https://www.latimes.com/,UCw3SYO_euO0TSPC_m_0Pzgw
Latin Times,US,leftcenter,leftcenter10,High,LC,http://www.latintimes.com/,UC_XDq-FYD6ZFUbgDHQ23Xyg
Left Justified,US,leftcenter,leftcenter09,High,LC,http://www.leftjustified.com/,
Lexington Herald Leader,US,leftcenter,leftcenter08,High,LC,http://www.kentucky.com/,UCPhVqO6gISmStEikSvmvYyA
Lifehacker,US,leftcenter,leftcenter08,High,LC,https://lifehacker.com/,UCYGnmkFGP4EgAOqu58JA_lg
Liberal Mountain,US,leftcenter,leftcenter02,High,LC,http://www.liberalmountain.com/,
Los Angeles Magazine,US,leftcenter,leftcenter01,High,LC,https://www.lamag.com/,UCCdoEHaO3hRKWXMTjPXPu_Q
Maine Beacon,US,leftcenter,leftcenter09,High,LC,http://mainebeacon.com/,UCyqa9EXvckS5LeJGb3zuQ9Q
McClatchyDC,US,leftcenter,leftcenter07,High,LC,http://www.mcclatchydc.com/,UCTo_GrhRsASw22tOpwXfEaQ
Maplight,US,leftcenter,leftcenter06,High,LC,http://maplight.org/,UCRf46GmKKlfQsomuWooAn2w
MediaFile,US,leftcenter,leftcenter06,High,LC,http://www.mediafiledc.com,
Medium,US,leftcenter,leftcenter07,Mixed,LC,https://medium.com/,UCvbsV1Ws60Q-8ulUe-uqgKg
New Haven Register,US,leftcenter,leftcenter09,High,LC,https://www.nhregister.com/,UCnUHnsMicNtKYf-VV2H9J3A
Metro,US,leftcenter,leftcenter08,High,LC,http://www.metro.us/,UC5k-PFhEKC9kDjhG1miq9Gw
Miami Herald,US,leftcenter,leftcenter05,High,LC,https://www.miamiherald.com,UC7Ij5ZCf2E9GmZ86cIw3vVg
Mic,US,leftcenter,leftcenter05,High,LC,https://mic.com/,UCgpEN1mWQxivlZ9O6GuZbOw
Migration Policy Institute,US,leftcenter,leftcenter08,High,LC,https://www.migrationpolicy.org,UCdtJ56R55sCQFGfZ7Q7mQJg
Milwaukee Journal Sentinel,US,leftcenter,leftcenter09,High,LC,https://www.jsonline.com/,UCx3OuVURpwh-UYamOrw-b4A
Minneapolis Star Tribune,US,leftcenter,leftcenter06,High,LC,http://www.startribune.com/,UCa-22YiwAc4jzg01UE2RDtA
Minnesota Public Radio (MPR),US,leftcenter,leftcenter07,High,LC,https://www.mprnews.org/,UChrfVRXVr1rieeZ4IIFJ7zQ
Mongabay,US,leftcenter,leftcenter06,High,LC,https://news.mongabay.com,UCnrubbmyCz8krGnpsbhJRYg
Mint Press News,US,leftcenter,leftcenter04,Mixed,LC,http://www.mintpressnews.com/,UCc9UUSOBWC6VCkJUqnh-CLw
MinnPost,US,leftcenter,leftcenter07,High,LC,https://www.minnpost.com,UCbUbK8izjK3zNRyrIHI39ng
Monthly Review,US,leftcenter,leftcenter04,High,LC,http://monthlyreview.org/,
Mother Jones,US,leftcenter,leftcenter01,High,LC,https://www.motherjones.com/,UCbWB33FQvFiV0Pq9Calkgzw
Mother Nature Network,US,leftcenter,leftcenter03,High,LC,https://www.mnn.com,UCtI8HXXH9VjFW4l3ejJsNKw
MSN.com (MSN News),US,leftcenter,leftcenter09,High,LC,https://www.msn.com/,UC0JKJQrPifOha3KqSU4IpOg
Muncie Voice,US,leftcenter,leftcenter03,High,LC,http://www.muncievoice.com/,UCmCanQvIasQ2tByJA7haNoA
Mountain Democrat,US,leftcenter,leftcenter10,High,LC,https://www.mtdemocrat.com,
Naked Capitalism,US,leftcenter,leftcenter06,High,LC,http://www.nakedcapitalism.com/,
Naples Daily News,US,leftcenter,leftcenter10,High,LC,https://www.naplesnews.com,UCvByPqIQZjFQfBwkHSHq8fw
National Monitor,US,leftcenter,leftcenter03,High,LC,http://natmonitor.com/,
National Youth Rights Association,US,leftcenter,leftcenter10,High,LC,http://www.youthrights.org/,UCYy9PbKSzemtsXsuyu6bp0Q
Natural Resource Governance Institute,US,leftcenter,leftcenter07,High,LC,https://resourcegovernance.org/,UCZFgJTR57-iJwmNSIy5_sBQ
National Center for Transgender Equality (NCTE),US,leftcenter,leftcenter03,High,LC,https://transequality.org,UCMI6evE570yBEdpv2DVXzBw
Nature Conservancy,US,leftcenter,leftcenter09,High,LC,https://www.nature.org,UCot7TSJfrZ3a0McduoFeYuA
NBC News,US,leftcenter,leftcenter04,High,LC,http://www.nbcnews.com/,UCeY0bbntWzzVIaj2z3QigXg
NBCNewYork.com,US,leftcenter,leftcenter11,High,LC,https://www.nbcnewyork.com,UCxCfoSInadl-4i3F70zDt1A
NC Policy Watch,US,leftcenter,leftcenter04,High,LC,http://www.ncpolicywatch.com/,UC8iq6rZlCpoOc3LtYcgetNw
New England Cable News (NECN),US,leftcenter,leftcenter09,High,LC,http://www.necn.com/,
New America,US,leftcenter,leftcenter08,High,LC,https://www.newamerica.org/,UCvQQMY6TyUdt5VeHpuHv_Dg
New Castle News,US,leftcenter,leftcenter10,High,LC,https://www.ncnewsonline.com/,
New Moderate,US,leftcenter,leftcenter11,Mixed,LC,https://newmoderate.com/,
News Break,US,leftcenter,leftcenter07,MostlyFactual,LC,https://www.newsbreak.com/,
New York Daily News,US,leftcenter,leftcenter04,High,LC,https://www.nydailynews.com/,UCx-h2AWPCBJEqzH9HXe2ZIA
News and Guts,US,leftcenter,leftcenter05,MostlyFactual,LC,https://www.newsandguts.com/,UCImUn-G_rzOyjKoE498bjDg
New York Times,US,leftcenter,leftcenter06,High,LC,https://www.nytimes.com/,UCqnbDFdCpuN8CMEg0VuEBqA
Newsday,US,leftcenter,leftcenter04,High,LC,https://www.newsday.com/,UCZJRpE5Snd7mq0_-F8FQDeg
News Deeply,US,leftcenter,leftcenter02,High,LC,https://www.newsdeeply.com,
