rank,video_id,channel_id,topic,strategy,on_topic,potential_other_category,update_required,notes
4,o8McacQ3wAg,UCBXErHW5SiUcLYZsX2SX2gg,politics-right,delete,FALSE,,,not English
5,T-dOFhIenek,UCwUizOU8pPWXdXNniXypQEQ,politics-right,delete,TRUE,,,pro-Trump comedian
6,0ANvDMKS56A,UCoHNcKmlnXjR-UEXCaJuftg,politics-right,delete,FALSE,,,basketball
5,fFF2GvkQfNU,UC3w193M5tYPJqF0Hi-7U-2g,politics-right,dislike,FALSE,,,
3,u-G4GWJLV-A,UCqKElHI90NV-gHAm73mY4sA,politics-right,dislike,FALSE,,,not English
8,oiTfRWTr75c,UCW-LowprTxelr8wEzkouBSQ,politics-right,dislike,FALSE,,,life interviews of those with military backgrounds
4,W28IRemW2II,UCEVSRqPW008JbOfF1qFHP6w,politics-right,dislike,FALSE,,,
0,TsAnXSkqWxI,UCWLJV_nY95B-sXmpqB_MYjw,politics-right,dislike,FALSE,,***,parodies of liberal plitics
2,p9cqcAu4L0c,UCGTujnLb5iWYLPKpjLfyGZw,politics-right,dislike,FALSE,,,just two finance videos
4,lxKMPOvCvJk,UC3cPhEuKo9FdMn6D0DNB8Iw,politics-right,dislike,FALSE,,,not Engilsh
6,GKhgVGKAfas,UCqO-_PeT6CMPo8KN34e-q_A,politics-right,dislike,FALSE,,,agricultural life
8,3epkD33RnQw,UCCITMedGC5PA-zMrLTH5-kg,politics-right,dislike,TRUE,,,Trump videos
1,sjfWAXRXApA,UCdCzO-XbdKDhJQP8hruzvbA,politics-right,dislike,FALSE,,,ed tech
4,NNT7jAPe16g,UCrsJ-HTGj0Xzhqz5oCw2Tdg,politics-right,dislike,FALSE,,,music
2,d8zTPDFiQRs,UCC4vs_6IdURyXrwYa74k-jw,politics-right,dislike-recommendation,FALSE,,,music
3,PtD67OXjM84,UC4Vtokc-SD2ACFKqSOBc8ww,politics-right,dislike-recommendation,FALSE,,,wedding and music
5,nOuzSOnfyv0,UC0CRYvGlWGlsGxBNgvkUbAg,politics-right,dislike-recommendation,FALSE,,,weight loss
6,g7eK7ChKaz0,UCH2S--QQtDXO449FESw9dxg,politics-right,dislike-recommendation,FALSE,,,
9,zjbbgPWwuxU,UCn2nus2ZD61u7phkC2cYkwg,politics-right,dislike-recommendation,FALSE,,,
1,W9JMrYVyztQ,UC1V2kcj7gqiA5p4yNU4ahrw,politics-right,dislike-recommendation,FALSE,,,religion
0,ss6U_E3lGYk,UCQv44qD9R5Ae6Z3iUeZm7iQ,politics-right,dislike-recommendation,FALSE,politics,***,10news.com San Diego
9,oiTfRWTr75c,UCW-LowprTxelr8wEzkouBSQ,politics-right,dislike-recommendation,FALSE,,,
2,kBRGsQ-0YWw,UCc0fPZVnLrAM3bfy9y8yhdg,politics-right,dislike-recommendation,FALSE,,,ole miss news
8,dNCGHVU7R2c,UCFDidMd82mpDkKijLUqHp7A,politics-right,dislike-recommendation,FALSE,,,sports
9,USqf4vuh5cY,UCwzCMiicL-hBUzyjWiJaseg,politics-right,dislike-recommendation,FALSE,,,kill tony
2,3vQI-uvGBXA,UCkd0wwbvrhvKj3mzend5wBg,politics-right,no-channel,FALSE,,,guns
3,bd0pvpU7IAk,UCNuKRho2SAgH1oaHlzEXArg,politics-right,no-channel,FALSE,,,gamer
5,Cd3u0yav_bU,UCIe2pR6PE0dae9BunJ38F7w,politics-right,no-channel,FALSE,,,doctor
9,NFiBt3XAAOY,UCjzurbOLJU1GWbO0n32IJNA,politics-right,no-channel,FALSE,,,guns
1,taRI4cQO3Ro,UCIRXJlF6oIP2jdi7WYNLcoQ,politics-right,no-channel,FALSE,,,deepfakes to get politicians to say things they wouldn't
4,y52haNsX1y0,UCSsLujbtWIEFlTFlBRr_iYQ,politics-right,no-channel,FALSE,,,no videos
5,f5ClA9WfYxs,UCNVX5X6vn0DzlqWNZnHFwKw,politics-right,no-channel,TRUE,,,second amendment legal advocate
7,DabMqOBKnJE,UCy6D16zE_mMEm1HVD20WFxA,politics-right,no-channel,FALSE,,,liberal if anything
9,XkhMDZtZu-8,UC3prwMn9aU2z5Y158ZdGyyA,politics-right,no-channel,FALSE,,***,world news
5,1ccICum7yq4,UCZViJTyN0OXTTuPQ2mimNWw,politics-right,no-channel,TRUE,,,critiques liberal philosphies
2,xfzIENGY_XQ,UC9VZmuZwCI_au51hEQ5Q_2Q,politics-right,no-channel,FALSE,,,christian church
8,bn7W0GVw7b0,UCyI4gi0BtlKiUl6KgtuVIUw,politics-right,no-channel,FALSE,,,it's about canada
7,dNCGHVU7R2c,UCFDidMd82mpDkKijLUqHp7A,politics-right,no-channel,FALSE,,,
2,XMppUyXOwDA,UC9Iz85xFThKhfEGaX2lhZWA,politics-right,none,FALSE,,,terminated
3,cwAbnyuco_I,UCPsfM4vuu_FmjQXfWCHdh4g,politics-right,none,FALSE,,,music
9,sZ3sCBdqCVU,UCmTe0LsfEbpkDpgrxKAWbRA,politics-right,none,FALSE,,,Physical therapists
0,rBH1x-bCE-U,UCYgjbPIXcXNzxHvocj_f5LQ,politics-right,none,FALSE,,***,anti-left satire
9,bpymJbk8oyY,UCs9-XIXPfAF465u3OVdMILg,politics-right,none,FALSE,political-left,,anti-trump drama
2,W28IRemW2II,UCEVSRqPW008JbOfF1qFHP6w,politics-right,none,FALSE,,,
3,4WXjq4o2-Lc,UCoqHepalkjkyEnIP_UDdsKg,politics-right,none,FALSE,,,not English
5,rWKRc9M88yE,UC9f7TTl_i2gv2zMHN83tK9g,politics-right,none,FALSE,,,criminology
9,qasyp05QePg,UCWV-LeZ9dIBQyb8UuBGwdJw,politics-right,none,FALSE,,,fox sports radio
4,nL3jml6KwQA,UCQHD0Zu03Lc1sINDhg2JUVA,politics-right,not-interested,FALSE,,,not English
5,xs0CtlsP0Sk,UCWCtoOXSwTcbVjOiK8iFGUg,politics-right,not-interested,FALSE,,,korean poker player
8,TQhVeE-QC2A,UCg-p3lQIqmhh7gHpyaOmOiQ,politics-right,not-interested,FALSE,,,korean food
9,TLTGhtg3U8I,UCxCfoSInadl-4i3F70zDt1A,politics-right,not-interested,FALSE,politics-left,,nyc news NBC
3,bcjzXYjrrUU,UCUFQP7lFqQJ0vVPcBvSQTUw,politics-right,not-interested,FALSE,,,not English
2,J-jOXrw8qSk,UCnmcYe3DcJFIGGbwop_Or8w,politics-right,not-interested,FALSE,,,Christian
4,5mFcgTGZl0k,UCz9H2Q9VSOETHGD9MusUx9Q,politics-right,not-interested,FALSE,,,not English Chirstian
3,eQNncATlEeo,UCrbrZAP6_p_1Kb5Nu2vmwtg,politics-right,not-interested,FALSE,,,an arborist
7,oTKb4P8_pmY,UC3rht1s6oKV8PnW1ds47_KQ,politics-right,not-interested,FALSE,,,university
2,W28IRemW2II,UCEVSRqPW008JbOfF1qFHP6w,politics-right,not-interested,FALSE,,,
6,K5yR8WrZsj4,UC2jAc3ifBNVT03iLjXSRPwQ,politics-right,not-interested,FALSE,,,us gov expose conspiracy thories
7,sNPlYH7C_Xo,UCSWg_hSWw2jMihTbbl-4psg,politics-right,not-interested,FALSE,,,not English
6,3Qg7Xeu56wk,UCquS5O85Vuok47Mv_k0SvQA,politics-right,not-interested,FALSE,,***,anti-left satire
1,oiTfRWTr75c,UCW-LowprTxelr8wEzkouBSQ,politics-right,not-interested,FALSE,,,
5,gETtG1IHAyU,UCU_W0oE_ock8bWKjALiGs8Q,politics-right,not-interested,FALSE,,,conversational self-help
7,iGiBJILUTQ4,UCHrro57kEHOCo7XAxYKD6-A,politics-right,not-interested,FALSE,politics-left,,philly news
2,rWKRc9M88yE,UC9f7TTl_i2gv2zMHN83tK9g,politics-right,not-interested,FALSE,,,
6,Kc1EMOGLKaU,UCXD5aOFDPO1W264sJvYc85Q,politics-right,not-interested,FALSE,,,motivation
9,jqDlAFev5k4,UCG9PRaNVmqZc95t1a3953aw,politics-right,not-interested,FALSE,,,local county government videos
2,hF3zucWelfo,UCKpbHtJC3TOdh3KEjUg6wYQ,politics-right,watch,FALSE,,,not English
5,nOuzSOnfyv0,UC0CRYvGlWGlsGxBNgvkUbAg,politics-right,watch,FALSE,,,
0,6JnBkJRJoVg,UCL--aVuBMl_BDGtbNOHNN2w,politics-right,watch,FALSE,,,terminated
3,Qrf_va56be4,UCEitDF2sPSRnUP26liLzTXw,politics-right,watch,FALSE,,,cars
7,dDmb4pd3VNQ,UCugX2-uCFbKU-4iMV0oZ4rA,politics-right,watch,FALSE,,,anime
1,F6kt5ncNfTY,UC7YEXtLPNiGFv9VaGmdBwOw,politics-right,watch,FALSE,,,Christian
3,W28IRemW2II,UCEVSRqPW008JbOfF1qFHP6w,politics-right,watch,FALSE,,,
8,oiTfRWTr75c,UCW-LowprTxelr8wEzkouBSQ,politics-right,watch,FALSE,,,
7,oiTfRWTr75c,UCW-LowprTxelr8wEzkouBSQ,politics-right,watch,FALSE,,,
8,CiuWkH5fCKg,UC7bYyWCCCLHDU0ZuNzGNTtg,politics-right,watch,TRUE,,,Brett Cooper (pretty right)
