vid,cid,title,description
KTEvZkyRIOs,UCSjlTrPYRxwiNzjGiuZm0pg,TAYLOR SWIFT - 1989 (World Tour Megamix) [ORIGINAL],"Three years ago, Jan 16th, 2016 I released this hard work mashup including all the songs from Taylor Swift's 1989 and the songs ..."
M6TqhSEsKik,UCSjlTrPYRxwiNzjGiuZm0pg,You Need To Calm Down / Sunflower / Paper Planes - TAYLOR SWIFT MASHUP,MY MERCH: https://teespring.com/stores/andywumusicland FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland ...
1TrxUCwf3ko,UCSjlTrPYRxwiNzjGiuZm0pg,MAKE IT SOUND | A Short Film by AnDy Wu,"Barry, an introvert teenager, is going through a hard time communicating with his Mom after his elder brother's death."
Qv5CM8hdVaE,UCSjlTrPYRxwiNzjGiuZm0pg,JONAS BROTHERS - SUCKER for BARBIE ft. AQUA,MY MERCH: https://teespring.com/stores/andywumusicland FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland ...
Zm-gBPuuOUk,UCSjlTrPYRxwiNzjGiuZm0pg,"SAM SMITH, NORMANI, CHARLIE PUTH, SELENA GOMEZ - Dancing With A Stranger / We Don&#39;t Talk Anymore",MY MERCH: https://teespring.com/stores/andywumusicland FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland ...
LGJNYG0sBmY,UCSjlTrPYRxwiNzjGiuZm0pg,"AVA MAX, LADY GAGA, TAYLOR SWIFT, P!NK - Sweet But Psycho Romance",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Look ...
7a4XkI-MuKI,UCSjlTrPYRxwiNzjGiuZm0pg,JOLIN TSAI 蔡依林 x JENNIE - UGLY BEAUTY 怪美的 / SOLO / F****N PERFECT (Remix) ft. P!nk,"FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ I'm Solo, ..."
kQIMwgbaBSU,UCSjlTrPYRxwiNzjGiuZm0pg,MASHUP 2018 &quot;THE GREATEST HOPE&quot; LYRICS (CLEAN Ver.) + SONG TAGS,AnDyWuMUSICLAND #Mashup2018 “The Greatest Hope” (Best 144 Pop Songs of 2018) Music & Video Mashed by AnDy Wu ...
l6VeTqQFXqE,UCSjlTrPYRxwiNzjGiuZm0pg,MASHUP 2018 &quot;THE GREATEST HOPE&quot; - 2018 Year End Mashup by #AnDyWuMUSICLAND (Best 144 Pop Songs),AnDyWuMUSICLAND #Mashup2018 “The Greatest Hope” (Best 144 Pop Songs of 2018) Music & Video Mashed by AnDy Wu ...
3iB1pZiEjWI,UCSjlTrPYRxwiNzjGiuZm0pg,"Lady Gaga, Whitney Houston - I&#39;ll Never Love Again / I Will Always Love You ft. Mariah Carey",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Don't ...
oEfM-mkBEmk,UCSjlTrPYRxwiNzjGiuZm0pg,"A STAR IS BORN | Shallow / Endless Love - Lady Gaga, Bradley Cooper, Diana Ross, Lionel Richie",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ When ...
EgvmLZ48Ajc,UCSjlTrPYRxwiNzjGiuZm0pg,"IDOL (Ultimate MEGAMIX) - BTS &amp; Nicki, BLACKPINK, 2NE1, BIGBANG, PSY, AGrande, Shakira, Beyonce",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ This is ...
JCcrvG4GrM8,UCSjlTrPYRxwiNzjGiuZm0pg,"BTS - IDOL (MEGAMIX) ft. Nicki Minaj, 2NE1, Ariana, Shakira, Beyonce, Rihanna, Lady Gaga, Selena",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ...
ykRc7LnvbFc,UCSjlTrPYRxwiNzjGiuZm0pg,Imagine Dragons - Natural Gangsta ft. Lady Gaga,"FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Yeah, ..."
KjucWiza87Y,UCSjlTrPYRxwiNzjGiuZm0pg,Ariana Grande - breathᴉn&#39; / Touch It (Remix) ft. Sia,FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Just ...
B9f1S9j6kTk,UCSjlTrPYRxwiNzjGiuZm0pg,5 Seconds Of Summer - Youngblood (Sad Version) ft. Lukas Graham,FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Once I ...
2skgKgg4hgg,UCSjlTrPYRxwiNzjGiuZm0pg,Ariana Grande - GOD IS A WOMAN (Epic Orchestra Ver.) 007 James Bond: Skyfall ft. Adele,"""When the Skyfall, you'll believe God is a woman."" When I heard the spectacular ending of GIAW, I knew it deserved a big, epic ..."
9iwGLzZsDYw,UCSjlTrPYRxwiNzjGiuZm0pg,"Nicki Minaj, Ariana Grande - Bed of You ft. Ed Sheeran",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Got a ...
b0FvQRIGYgI,UCSjlTrPYRxwiNzjGiuZm0pg,"DESPACITO x SIN PIJAMA - Luis Fonsi, Becky G, Daddy Yankee, Natti Natasha",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Pasito a ...
ig5S2oBOXlw,UCSjlTrPYRxwiNzjGiuZm0pg,"Britney Spears, Troye Sivan, Ariana Grande - DANCE TO THIS (Blackout Version) #DanceToBritney",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Now ...
W_NxlMN0KgI,UCSjlTrPYRxwiNzjGiuZm0pg,"I LIKE IT / SIDE TO SIDE - Cardi B, Nicki Minaj, Ariana Grande ft. Bad Bunny, J Balvin",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Can't ...
5MRXxWXJVPU,UCSjlTrPYRxwiNzjGiuZm0pg,"Shawn Mendes, P!ATD, BTS &amp; Coldplay - In My Blood / This Is Gospel / Fake Love / Paradise",FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Help me ...
sFUfLpiHwgU,UCSjlTrPYRxwiNzjGiuZm0pg,Maroon 5 - BOYS &amp; GIRLS LIKE YOU ft. Cardi B &amp; Charli XCX,FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ I need ...
M8YEil7FoWI,UCSjlTrPYRxwiNzjGiuZm0pg,Childish Gambino &amp; Beyoncé - This Is America / Formation,FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ This is ...
ymDSzh-X5Io,UCSjlTrPYRxwiNzjGiuZm0pg,Ariana Grande &amp; Lady Gaga - No Tears Left To Cry (Dance Club Remix),FOLLOW ME: FB: @AnDyWuMUSICLAND IG: @ADWmusicland TWITTER: @AnDy_Wu_ ------------------------------------------ Ain't got ...
X8S2PZpudzw,UCSjlTrPYRxwiNzjGiuZm0pg,OSCARS 2018 | Keala Settle - THIS IS ME (feat. Sia) &quot;THE GREATEST SHOWMAN&quot;,FOLLOW ME: https://facebook.com/AnDyWuMUSICLAND https://instagram.com/ADWmusicland TWITTER: @AnDy_Wu_ ...
AV77P4UChh0,UCSjlTrPYRxwiNzjGiuZm0pg,"Justin Timberlake - Say Something (Adele Remix) ft. Chris Stapleton, Rihanna",FOLLOW ME: https://facebook.com/AnDyWuMUSICLAND https://instagram.com/ADWmusicland TWITTER: @AnDy_Wu_ ...
EX1FmrB5bOo,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Valley Girl | Trailer,What will happen when a creative free spirited girl meets a punk rocker? Will their love blossom? Catch this romantic comedy Sat ...
8_Gryf9aubw,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Skylines | Trailer,"A deadly virus has infected aliens cohabiting with humans on earth, and only a team of elite forces can save them. Skylines ..."
Q-SW2nl7OX0,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Archenemy | Trailer,"If a man tells you he lost his superpowers upon entering a new dimension, would you believe him? Archenemy premieres Sat 19 ..."
uaTDwDupHTM,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Rogue Warfare: Death of A Nation,What tactics will the world's best team of soldiers use to save their ally and stop a bomb that can put the world into war? Rogue ...
i9x3YCVaTfQ,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Hard Kill | Trailer,"When you get your hands on technology this powerful, you can't expect it to be safe forever. Hard Kill premieres Sat May 8, ..."
AvL32Nun2aU,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Big Trip | Trailer,A stork delivers a baby panda to the wrong home. Can a bear and his buddies save the day? Catch Big Trip Friday May 7 at 8p on ...
im0bcbJjQEE,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Critical Thinking | Trailer,"""Chess is the great equalizer"" A high school chess team becomes the dark horse of a nationwide competition. Will they make ..."
-OyC2EtN2TA,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: The Peanut Butter Falcon | Trailer,Zak runs away from his care home to make his dream of becoming a wrestler come true. The Peanut Butter Falcon premieres Sat ...
fwW05icEmWo,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Gretel &amp; Hansel | Trailer,When a story you know goes dark. Gretel and Hansel premieres Sat Jan 16 at 9p / 10p MAL/ 8:10p VN on FOX Movies. Check us ...
Ljal2yRLOTM,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: High Strung Free Dance | Trailer,A young choreographer casts a contemporary dancer and an innovative pianist in New York's most anticipated new Broadway ...
CcRd_qxbPVc,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Inheritance | Trailer,"A patriarch of a wealthy and powerful family suddenly passes away, leaving his wife and daughter with a shocking secret ..."
ksbUofLBQRM,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Watch &amp; Feel,FOX Family Movies is going to the home to the brightest talents and greatest stories for the whole family to enjoy in November and ...
EsDXvs-mNTk,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Mary | Trailer,Evil lives just beneath the surface MARY premieres Sat Sep 12 at 9P/10P MAL/ 8P VN on FOX Movies. #ExpectIncredible ...
AeJFd3A4BBU,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Rogue Warfare: The Hunt | Trailer,No soldier left behind. ROGUE WARFARE: THE HUNT premieres Sat Sep 5 at 9P/10P MAL/ 8P VN on FOX Movies.
KRkyIe9ScTM,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: A-X-L | Trailer,Man's best friend has evolved! ️ ✨   A-X-L Sep 4 at 8p/7p VN/JKT on FOX Family Movies. #FunFabFri #WatchAndFeel ...
UaMhyQfW7TE,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: The Book of Life | Trailer,Three worlds. One destiny! The Book of Life Aug 28 @8p on FOX Family Movies. #FunFabFri #WatchAndFeel Check us ...
TP7ew7sTbaQ,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: The Art of Racing in the Rain | Trailer,Have the courage to create your own conditions. THE ART OF RACING IN THE RAIN premieres Sat Jul 4 @9P / 10P MAL on FOX ...
TXXSoBkjPVE,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Capture the Flag | Clip,Buckle up! Capture the Flag Jul 3 @8p on FOX Family Movies. #FunFabFri #WatchAndFeel Like us on Facebook!
Pz3vZUPeWn8,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Child&#39;s Play | Trailer,More than a toy... he's your best friend. CHILD'S PLAY premieres Sat Jun 6 @9P / 10P MAL on FOX Movies. #ExpectIncredible ...
CJ3wx_8vrwM,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Hop | Trailer,Follow your dreams! Hop Jun 5 @8p on FOX Family Movies. #FunFabFri #WatchAndFeel Like us on Facebook!
NWYAI31L_As,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Show Dogs | Trailer,Don't mess with this crime solving doggo and his crew! Show Dogs May 22 @8p on FOX Family Movies. #FunFabFri ...
O74P5uvC5yw,UChES1yXPn_2Skzh2kv99A7A,FOX Movies: The Lion King | Teaser 2,Hakuna matata️   THE LION KING premieres Sun May 24 @9P / 10P MAL on FOX Movies. #ExpectIncredible #NewOnFM Like ...
Ct8YfDvgi2c,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: 10 Minutes Gone | Trailer,The plan was foolproof. 10 MINUTES GONE premieres Sat May 9 @9P / 10P MAL on FOX Movies. #ExpectIncredible #NewOnFM ...
3gAO28Tuxhg,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Sing | Trailer,Keep the dream alive! Sing May 1 @8p on FOX Family Movies. #FunFabFri #WatchAndFeel Like us on Facebook!
dVG0Yi344Os,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: The Sun Is Also a Star | Trailer,Destined to be together. THE SUN IS ALSO A STAR premieres Sat Apr 18 @9P / 10P MAL on FOX Movies. #ExpectIncredible ...
ZFyZbQso8fA,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Rogue Warfare | Trailer,"When global threats rise up, one team answers the call. ROGUE WARFARE premieres Sat Mar 28 @9P / 10P MAL on FOX ..."
cgTmekANH98,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Terra Willy: Unexplored Planet | Clip,Hold on tight!       Terra Willy: Unexplored Planet Mar 13 @8p on FOX Family Movies. #FunFabFri #WatchAndFeel Like ...
JVV6P56ncpQ,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Charlotte&#39;s Web | Trailer,"Something unexpected, unbelievable, unforgettable. Charlotte's Web Mar 6 @8p on FOX Family Movies!"
fw-0A-MRYzg,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Dear Eleanor | Trailer,They're on the road to adventure! Dear Eleanor Mar 1 @8p on FOX Family Movies #WatchAndFeel Like us on ...
p_j1_nR1IwY,UChES1yXPn_2Skzh2kv99A7A,FOX Movies: Monday Night Premieres | Mar 2020,"There's something about Mondays. Catch the most intriguing and inspiring stories on FOX Movies, Mondays @9P/10P MAL."
KYxO8I-lLL4,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Liar Liar,He can't tell a lie! ✍️     Liar Liar January 25 @8p on FOX Family Movies. #WatchAndFeel Like us on Facebook!
XjyiDC_Pmf8,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Aladdin | Teaser A,️Magic comes to live in...   A whole new world~️   ALADDIN premieres Jan 25 @9P/10P MAL on FOX Movies.
CdBUsM4kYCM,UChES1yXPn_2Skzh2kv99A7A,FOX Movies: Penguins,Unforgettable coming-of-age story. PENGUINS premieres Jan 20 @7.35P/8.35P MAL on FOX Movies. #ExpectIncredible ...
hoeAnRmuxcQ,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Teenage Mutant Ninja Turtles,Get your pizza ready! Teenage Mutant Ninja Turtles Jan 1 @8p on FOX Family Movies! #WatchAndFeel Like us on ...
nzNt2GsEy-M,UChES1yXPn_2Skzh2kv99A7A,Sat Premieres: Replicas | Trailer,Some humans are unstoppable. REPLICAS premieres Dec 14 @9P/10P MAL on FOX Movies. #ExpectIncredible #NewOnFM ...
8N3OegUnIpM,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Class Rank | Trailer,I need to be number 1!” Class Rank November 15 @8p on FOX Family Movies! ️ #FunFabFri #WatchAndFeel Like ...
A7giWodatxk,UChES1yXPn_2Skzh2kv99A7A,Sat Premiere: I Still See You,"When the past never dies, no one is safe. I STILL SEE YOU premieres Oct 5 @9P/10P MAL on FOX Movies. #ExpectIncredible ..."
fM430nrdGZ4,UChES1yXPn_2Skzh2kv99A7A,Sat Premiere: Bohemian Rhapsody | Teaser C,All we hear is radio ga ga!   BOHEMIAN RHAPSODY premieres Aug 24 @9P/10P MAL on FOX Movies. #ExpectIncredible ...
sbUzgaae3Jk,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Hotel Transylvania 2,"Hotel Transylvania 2 Premieres Sat, Jul 13 @8p Dracula, who operates a high-end resort away from the human world, ..."
CE0qDmLt_Dw,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: The Pirates! Band of Misfits,Catch all your favorite animations on FOX Family Movies! Check out the schedule here ...
4DxbbAUAymY,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: The Pirates! Band of Misfits ⚓🏝️🏴‍☠️,"The Pirates! Band of Misfits ⚓🏝️  ‍☠️ Premieres Fri, Jan 4 @8p Pirate Captain sets out on a mission to defeat his rivals Black ..."
SCMMUw15-B0,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: The SpongeBob SquarePants Movie,Catch all your favorite animations on FOX Family Movies! Check out the schedule here ...
m8A8vgfOT5M,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Monster House,Catch all your favorite animations on FOX Family Movies! Check out the schedule here ...
R4HtVBw6W1s,UChES1yXPn_2Skzh2kv99A7A,FOX Movies Presents | Skyscraper Hong Kong Talent Tour,"Taking thrills to new heights! Dwayne ""The Rock"" Johnson and Neve Campbell were in Hong Kong to talk about their exciting new ..."
WnM7IUDpDok,UChES1yXPn_2Skzh2kv99A7A,FOX Family Movies: Teenage Mutant Ninja Turtles: Out of the Shadows | Clip,"Heroes in a half shell, turtle power! ️   Teenage Mutant Ninja Turtles: Out of the Shadows May 24 @8p on FOX Family Movies ..."
sAPGJXIrmUg,UChES1yXPn_2Skzh2kv99A7A,FOX Movies Presents | Doctor Strange Hong Kong Talent Tour,Here we go! FOX Movies Premium presents exclusives from the DOCTOR STRANGE talent tour in Hong Kong! Benedict ...
FCs5o8bIoXQ,UChES1yXPn_2Skzh2kv99A7A,FOX Movies Presents | Captain America: Civil War Singapore Talent Tour,"FOX Movies Premium presents... CAPTAIN AMERICA: CIVIL WAR Singapore talent tour, exclusive! Casts Chris Evans, Sebastian ..."
wjSYhvrjEEI,UCQr9gU7EoWqnwVZ0P2L4WPw,(Cancelled),
HoL2cTUgtB4,UCQr9gU7EoWqnwVZ0P2L4WPw,QNA LIVE (not leaving!),
IEqOs-f2QPg,UC5eFG36orT3hQKqIksBPEIQ,Zak Dossi - CRYBABY (Official Video),hey guys this is my song CRYBABY please rewatch this video an unhealthy amount Listen on Streaming: ...
nM_dPeS_0E8,UC5eFG36orT3hQKqIksBPEIQ,Zak Dossi - Welcome To My Life (Official Video),"""Welcome To My Life"" by Zak Dossi Listen to this song on all platforms: https://songwhip.com/zak-dossi/welcome-to-my-life Share ..."
zhyQMD7DLRA,UC5eFG36orT3hQKqIksBPEIQ,I Made a Song and Music Video in 24 Hours,"Welcome to the first video on my channel! I made a song and music video in 24 hours. yes I really did it, in fact 2 music videos. so ..."
AVCqbr6ThAQ,UCLw6we2c2CVIqRI06O0VGtw,Maximum Motivation,The Motivation Saga reaches its epic conclusion #devil may cry 5 #vergil #motivation.
YRRGVSOWRkE,UCLw6we2c2CVIqRI06O0VGtw,Mocking Motivation,Now I'm more Motivated!
pWtT8TkVSok,UCLw6we2c2CVIqRI06O0VGtw,Minimum Motivation,The Motivation Saga has begun.
dAcszdh-MOQ,UCLw6we2c2CVIqRI06O0VGtw,Delete Backseaters,"Every gamer has dealt with them at some point. And sometimes you just want to get rid of them. By the way, if you are one, just ..."
pFGzln9MgeE,UCLw6we2c2CVIqRI06O0VGtw,Don&#39;t Expect GamingSins Forever,People tend to think certain things will last forever.......they can't and they won't.
GydDH0tW8ug,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong With Pong,"Welcome to GamingSins, where I nitpick the hell out of video games. How the hell do you sin one of the very first video games ..."
rTl2Eua992E,UCLw6we2c2CVIqRI06O0VGtw,GamingSins:  Everything Wrong with Doom,Them demons though.
l4J7nXvZ3EU,UCLw6we2c2CVIqRI06O0VGtw,Everything Wrong with Kombat Pack #2 (Mortal Kombat X),"People asked us what we thought about the newly announced Kombat Pack for Mortal Kombat X. Well, here's our thoughts."
-ULdJCTP4P8,UCLw6we2c2CVIqRI06O0VGtw,From the Vault - Mass Effect: DJ Harbinger &quot;Assuming Direct Control&quot; Music Video,So we went through one of our hard drives and came across this gem of a video that we did way back before starting the GCN ...
e7KpMiFJRpo,UCLw6we2c2CVIqRI06O0VGtw,Mortal Kombat Anniversary Music Video (Mortal Kombat X),Today marks the 20th anniversary of the release of the first Mortal Kombat movie. So we decided to celebrate it with a music video ...
B6O4pSP0ujs,UCLw6we2c2CVIqRI06O0VGtw,Mass Effect 3 - Movie Style Trailer (Femshep Version),Obvious props to MikkroBitti for the inspiration http://www.youtube.com/watch?v=AGD6Tb8oZZI This video was originally ...
nidOaCcNpl0,UCLw6we2c2CVIqRI06O0VGtw,GCN Disses Xbox &amp; Bethesda Showcase E3 2021,"Since E3 hardly provides anything worth making an EWW video these days, I thought to provide you all with bits of our live ..."
OvqKDMhKaaE,UCLw6we2c2CVIqRI06O0VGtw,Everything Else Wrong With The Walking Dead: The Final Season,"Yeah....thought I was done with this. But upon another playthrough just for the fun of it, I noticed there were quite a few things I ..."
JXtXP6o9Pvk,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong With Devil May Cry 3 (Special Edition),"Welcome to GamingSins, where I nitpick the hell out of video games. There are many years where my all time favorite game ..."
pK694ShIMh0,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong With Resident Evil 2 (1998 Original),"Welcome to GamingSins, where I nitpick the hell out of video games. Make no mistake about it, ladies and gentlemen. This game ..."
74YYX1aiU08,UCLw6we2c2CVIqRI06O0VGtw,Rejected Sins - Episode 5: Spider-Man (2018),"Didn't think I'd be doing another episode of Rejected Sins so soon, but Spider-Man had enough sins that I thought were funny, but ..."
js_jhR7Rz5I,UCLw6we2c2CVIqRI06O0VGtw,Rejected Sins: Episode 4 - God of War [2018],"Well, haven't done one of these in a while. After a 4 year hiatus, welcome back to Rejected Sins, a compilation of all sins that I ..."
F2YvXcko7yk,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong With God of War,"Welcome to GamingSins, where I nitpick the hell out of video games. God of War is a landmark title for the Playstation brand."
Z1g8mkkVFdo,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong With Devil May Cry (HD Version),"Welcome to GamingSins, where I nitpick the hell out of video games. Make no mistake, Devil May Cry is an all time favorite of ..."
Z_cCciOiGLc,UCLw6we2c2CVIqRI06O0VGtw,DLC Sins: Resident Evil 7,"Let's try this out for a change of pace. As much as I enjoyed all the DLC from Resident Evil 7, I couldn't help but notice quite a few ..."
0idHTQ38z6A,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with Life is Strange Before the Storm - Episode 1: Awake,"Welcome to GamingSins, where I nitpick the hell out of video games. Life is Strange was a great game that unquestionably outdid ..."
rXlWZk78FlY,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with The Walking Dead: A New Frontier Ep. 5 - From The Gallows,"Welcome to GamingSins, where I nitpick the hell out of video games. Well, it's finally done. The third season of Telltale's Walking ..."
Yfn5UxhskbA,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with The Walking Dead: A New Frontier Ep. 3 - Above The Law,"Welcome to GamingSins, where I nitpick the hell out of video games. Telltale continues to prove that not even the Power of ..."
uvxVz1Rw1Gs,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with Injustice: Gods Among Us (Ultimate Edition),"Welcome to GamingSins, where I nitpick the hell out of video games. Injustice is a solid fighting game with a surprisingly decent ..."
EgtFEr28UlI,UCLw6we2c2CVIqRI06O0VGtw,GamingSins:  Everything Wrong with Mirror&#39;s Edge,"Welcome to GamingSins, where we nitpick the hell out of video games. With Mirror's Edge Catalyst being released today, we ..."
Djj3cV_cibQ,UCLw6we2c2CVIqRI06O0VGtw,GamingSins:  Everything Wrong with Resident Evil (1996 Original),"Welcome to GamingSins, where we nitpick the hell out of video games. Ah, Resident Evil. A true classic and a personal favorite for ..."
gQ6li2pJcO0,UCLw6we2c2CVIqRI06O0VGtw,GamingSins LIVE! Test: Assassin&#39;s Creed Syndicate,This is just a test. Let us know if this jives well with you all.
E_WiPN6vmqw,UCLw6we2c2CVIqRI06O0VGtw,Everything Wrong with The Game Awards 2015,"Welcome to the Game Awards sins video. Also known as the 'Bash Telltale and Konami"" episode. So....yeah. Behold a somewhat ..."
cYke_ziSNus,UCLw6we2c2CVIqRI06O0VGtw,GamingSins:  Everything Wrong with Halo 2 (Anniversary),Welcome to GamingSins where we nitpick the hell out of video games. So....yeah. Halo 2 - a pinnacle achievement in video game ...
xMOkKl-Om0A,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with Halo: Combat Evolved (Anniversary),"Welcome to GamingSins, where we nitpick the hell out of video games. So....yeah. Halo. One of the biggest series in video game ..."
l1zK97vUz98,UCLw6we2c2CVIqRI06O0VGtw,Rant on Gaming &amp; Call of Duty: Black Ops III,"Yes, this is random. No, I did not gather and speak all of my thoughts cohesively. Yes, I was a bit tired when making the video. Yes ..."
ao-nN7-Z7rE,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with Five Nights at Freddy&#39;s,"Welcome to GamingSins, where we nitpick the hell out of video games. Yeah, we did it. Well, it's April Fools, the biggest joke day ..."
Ddp18_DF2Nk,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with Batman Arkham Asylum,"Welcome to GamingSins, where we nitpick the hell out of video games. What's this? A licensed superhero game that's actually ..."
2t4t7EgFqwo,UCLw6we2c2CVIqRI06O0VGtw,Everything Wrong with GamingSins (GCN/GameCareNetwork),Welcome to GamingSins where we nitpick the hell out of video games. What's better than nitpicking video games? Making fun of ...
D6yz3OURgwI,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with The Walking Dead - Season 2 - Episode 4:  Amid The Ruins,"Welcome to GamingSins, where we nitpick the hell out of video games. Sorry for the delay. This month has been busy as we've ..."
OomlqJxJv7k,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with The Walking Dead - Season 2 - Episode 3:  In Harm&#39;s Way,"Welcome to GamingSins, where we nitpick the hell out of video games. Oh, what's that? You thought you'd have to wait another 3 ..."
mMF4ulNhRy4,UCLw6we2c2CVIqRI06O0VGtw,GamingSins *SPECIAL*:  Everything Wrong with E3 2014,"Welcome to GamingSins, where we nitpick and point out the flaws of video games. We know we're a few months late on this, but ..."
xQh9DDGmuPs,UCLw6we2c2CVIqRI06O0VGtw,Rejected Sins - Episode 3: Tomb Raider (2013) feat. Brooks Show,"Want to hear more nonsense about the Tomb Raider reboot? No need to worry, because we have the third episode of Rejected ..."
ChITiviKgwE,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with The Walking Dead - Season 2 - Episode 1: All that Remains,"Every game commits a sin. Welcome to GamingSins, where we nitpick the hell out of video games. This time, we count the flaws of ..."
Soku1e2HEbw,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with Gears of War,"Every game commits a sin. Welcome to GamingSins, where we nitpick the hell out of video games. And alas, we finally do a video ..."
