StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q40,Q43,Q43_5_TEXT,Q45,Q45_11_TEXT,Q46,Q35,Q36,Q16,Q19,Q20,Q21,Q97,Q23,Q24,Q26,Q25,Q27,Q92,Q60,Q61,Q62,Q63,Q64,Q67,Q68,Q69,Q95,Q71,Q72,Q81,Q82,Q83,Q85,Q86,Q32,Q42,Random ID
2022-10-11 21:47:05,2022-10-11 21:51:13,IP Address,47.33.3.33,100,247,True,2022-10-11 21:51:13,R_2SBmXugoSVFlvCC,,,,,39.5473,-119.7951,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,"Asian or Asian American,White",,Liberal,At least once every day,Always,"Yes, rarely","Sexual assault ","Nothing ",,video,No,No,,,3,2,Yes,No,,,1- not at all effective,No,No,,Yes,,2,No,No,,,2,6108af4b2826f18b966a2780,,39220
2022-10-11 21:43:24,2022-10-11 21:51:16,IP Address,172.100.119.238,100,472,True,2022-10-11 21:51:17,R_2pKAbh0gIP4NfYj,,,,,42.6701,-73.7754,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,Prefer not to disclose,,Moderate,At least once every week,Always,"Yes, very frequently",Honestly I find it really hard to keep kid friendly content recommendations. What will start with my kid watching a video game youtube vid will always turn into something wildly inappropriate.,I try to clear my history and change the settings,,video,Yes,Not sure,,,2,2,Yes,Yes,,1- not at all effective,,Not sure,Not sure,,Yes,,2,No,No,,,2,60fe4903e5256605511c0df8,Great survey! Learned about a function I had no idea existed before. Gonna try it in the future and hope it helps!,93819
2022-10-11 21:43:06,2022-10-11 21:51:33,IP Address,73.199.174.8,100,507,True,2022-10-11 21:51:34,R_1Nzd02tBC7Rs7Fp,,,,,39.3773,-74.6123,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Conservative,At least once every day,Less than half of the time,"Yes, sometimes","Mostly it is of political videos and overly sexualized videos ",I usually try to scroll past them. But sometimes they keep showing up for days. I often feel powerless to do anything which is sad,,video,No,No,,,4,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,3,62ad31a360f86efd289103ec,I really like youtube and I often use it on my smart tv. But these unwanted videos have always been a big problem for me. I enjoyed this. Thanks a lot,67866
2022-10-11 21:45:11,2022-10-11 21:52:18,IP Address,67.4.16.242,100,427,True,2022-10-11 21:52:19,R_3GkNmisdU0K8LRy,,,,,44.8522,-93.7786,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Conservative,At least once every day,Always,"Yes, sometimes",Musix videos i would have no interest in,I just ignored them for the most part or select that im disinterested in them,,Video,Yes,Yes,,Not sure,,2,Yes,No,,,2,Yes,Yes,,Yes,3,,Yes,Not sure,,,3,5f77de1d0b747236fdedafc5,,52640
2022-10-11 21:36:23,2022-10-11 21:52:19,IP Address,96.19.151.226,100,955,True,2022-10-11 21:52:20,R_24c66kseWBCGZQD,,,,,43.5862,-116.5873,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Conservative,At least once every day,Always,"Yes, rarely","About laundry, not something I'm interested in","I can't seem to get them to stop recommending them to me.  I thought maybe there was something i could choose if i went to the video but i failed. Now that i went to the channel laundry/cleaning videos are now recommened even more now :( ",,Video,Yes,No,,,3,2,Yes,No,,,1- not at all effective,No,No,,Yes,,4,No,No,,,3,6100a281782ca857e97f7a1f,,57269
2022-10-11 21:47:50,2022-10-11 21:52:27,IP Address,174.27.174.62,100,276,True,2022-10-11 21:52:27,R_1P7vwWULlxa5aDy,,,,,43.6339,-116.2942,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Always,Never,,,make sure I don't click on any of those videos so that they aren't something Youtube thinks I watch,video,Yes,,Not sure,,2,2,Yes,,No,,2,Yes,,Yes,Yes,,4,Not sure,,Yes,,4,60fcd35b87f5e52100483eef,,13418
2022-10-11 21:48:34,2022-10-11 21:52:27,IP Address,24.15.193.10,100,232,True,2022-10-11 21:52:27,R_1MKgrG9tFySU1Dd,,,,,41.9209,-87.7043,anonymous,EN,I consent to participate in this survey,Some college but no degree,"Woman,Man,Non-binary",,"Hispanic, Latino, Latina, or Latinx,Middle Eastern or Northern African,White",,Very liberal,At least once every day,Always,"Yes, very frequently","politics, true crime","i click the ""not interested"" button. sometimes if a thumbnail is upsetting to me i use ublock origin to remove it",,video,No,No,,,Not sure,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,Yes,Not sure,,,2,6329bc8f80d4501faf9bbdc6,,72927
2022-10-11 21:49:07,2022-10-11 21:52:43,IP Address,98.149.46.96,100,216,True,2022-10-11 21:52:44,R_wRwYc7wcUfxtErf,,,,,33.7518,-117.9932,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Very liberal,At least once every day,Always,"Yes, rarely",Youtubers caught in scandals--usually surrounding a racist past,click the do not recommend button,,video,No,No,,,4,4,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,616720a07d4d2d6729abadc0,,27404
2022-10-11 21:47:18,2022-10-11 21:53:00,IP Address,24.216.199.62,100,342,True,2022-10-11 21:53:00,R_TvgzkY249Kk2vq9,,,,,38.662,-90.2889,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Most of the time,"Yes, sometimes","topics I wasn't interested in, thumbnails were gross or disturbing",usually scrolled away or returned to the previous page I was on,,video,No,No,,,4,2,Yes,No,,,2,No,No,,Yes,,2,No,No,,,4,633e1191e31f9614a215a6fc,,33618
2022-10-11 21:48:26,2022-10-11 21:53:09,IP Address,173.70.191.13,100,283,True,2022-10-11 21:53:10,R_pa7IZc1A4djBWtH,,,,,40.7873,-74.3211,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, sometimes",Majority of the time it was young women trying to reveal their private parts.,"I clicked on the ""don't recommend this channel"" whenever I encounter unwanted videos.",,video,Yes,No,,,4,2,Yes,Yes,,2,,Yes,Yes,,Yes,4,,Yes,Yes,,4,,6136c93fb606f28f56edc299,,95827
2022-10-11 21:46:48,2022-10-11 21:53:16,IP Address,71.173.137.139,100,388,True,2022-10-11 21:53:16,R_1NFa3gBbcrcE70g,,,,,40.2039,-76.7286,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Moderate,At least once every day,Half of the time,"Yes, rarely","Usually videos loosely related  to what I was watching. Such as accounting videos I’m not interested in. ","Nothing ",,video,No,No,,,4,2,Yes,Yes,,5- completely effective,,No,No,,Yes,,4,No,No,,,4,5abbe11368b65b00018cf945,"I had no idea these options were available. I will definitely start using them, assuming they are really available. ",15590
2022-10-11 21:51:26,2022-10-11 21:53:44,IP Address,72.178.73.23,100,138,True,2022-10-11 21:53:44,R_2QtcyqOEad7F6pG,,,,,31.1131,-97.7221,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Very liberal,At least once every day,Always,Never,,,"Select the ""Do not recommend this to me anymore""",video,Yes,,Yes,,Not sure,2,Yes,,No,,1- not at all effective,Yes,,Yes,Yes,,Not sure,Yes,,Yes,,Not sure,62b4adff784482cca3e0e67c,,55616
2022-10-11 21:46:03,2022-10-11 21:53:51,IP Address,76.14.49.114,100,467,True,2022-10-11 21:53:51,R_Rw4N2HXe6bfxlcZ,,,,,37.9208,-122.0182,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,Asian or Asian American,,Moderate,At least once every day,Most of the time,"Yes, sometimes",shorts,n/a,,video,Not sure,No,,,Not sure,2,Yes,No,,,Not sure,Yes,No,,Yes,,Not sure,No,No,,,Not sure,596fc4717008ef000109703d,,55352
2022-10-11 21:47:54,2022-10-11 21:54:16,IP Address,167.187.100.206,100,382,True,2022-10-11 21:54:16,R_1kRlF8usueFiUrK,,,,,37.751,-97.822,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Moderate,At least once every day,Always,Never,,,I would go to the corner and select the 3 dots and click not interested.,video,No,,Yes,,3,2,Yes,,No,,1- not at all effective,Yes,,Yes,Yes,,4,Yes,,Yes,,4,6150b3ad38e1899971cf7205,,75858
2022-10-11 21:47:31,2022-10-11 21:54:22,IP Address,68.103.174.118,100,410,True,2022-10-11 21:54:22,R_3LiiFT32eL74V4W,,,,,38.1215,-97.894,anonymous,EN,I consent to participate in this survey,Less than high school degree,Man,,White,,Liberal,At least once every day,Always,"Yes, rarely",Videos of killing rodents,I watch other videos and then different recommendations appear.,,video,Yes,No,,,3,2,Yes,No,,,3,Yes,No,,Yes,,4,No,No,,,4,60015f803919e70009ef8dc5,,20297
2022-10-11 21:50:03,2022-10-11 21:54:40,IP Address,73.34.133.178,100,276,True,2022-10-11 21:54:40,R_1LT1KFt3Ajr9cP4,,,,,40.1773,-105.1009,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Moderate,At least once every day,Always,"Yes, sometimes","Amber Heard and other domestic abusers, Right wing insanity, left wing insanity","Usually I'll just ignore the video. Sometimes I'll click on it and mark ""dislike"".",,video,No,No,,,3,2,Yes,Yes,,2,,No,No,,Yes,,3,No,No,,,3,5dea5ba4446c901777bde897,,31426
2022-10-11 21:48:58,2022-10-11 21:54:53,IP Address,184.54.167.115,100,355,True,2022-10-11 21:54:54,R_6xQbbdw22XQmHK1,,,,,39.1191,-84.349,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every day,Most of the time,"Yes, sometimes","Video game reviews, self-help videos, audiobooks",I didn't take any action to remove the unwanted recommendations,,video,No,No,,,2,2,Yes,No,,,1- not at all effective,No,No,,Yes,,3,No,No,,,3,5c51074f7a16450001502f83,"Very clear and easy to understand, excellent pay for the time involved",82738
2022-10-11 21:43:41,2022-10-11 21:55:33,IP Address,73.196.150.142,100,711,True,2022-10-11 21:55:33,R_1IgcMyreE7JNKPo,,,,,39.4722,-74.4566,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Very conservative,At least once every day,Always,"Yes, sometimes",Political Videos or youtuber I dont like,"I used to 3 dotted button to ""don't recommend me anymore"" and also clicked not interested",,video,Yes,Not sure,,,2,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,4,,6088f60b89868db524fe69e8,"I didn't experience any issues and I enjoyed the survey thank you! ",63126
2022-10-11 21:49:52,2022-10-11 21:55:41,IP Address,72.193.70.137,100,349,True,2022-10-11 21:55:41,R_2ccJrwlG7ZndTOM,,,,,36.2082,-115.2957,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, rarely",Eye treatments ads were triggering for me because I have a fear of anything related to eyes especially medically,I reported the ad that I did not want to see anything related to it,,video,Yes,Yes,,5- completely effective,,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,5- completely effective,,No,Not sure,,,5- completely effective,5ea10f22d1d921114bdc2230,,13013
2022-10-11 21:49:48,2022-10-11 21:55:55,IP Address,72.240.98.148,100,367,True,2022-10-11 21:55:56,R_3ey1xOnumotz90d,,,,,41.703,-83.571,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,"Hispanic, Latino, Latina, or Latinx,White",,Moderate,At least once every day,Always,"Yes, rarely",random media attempting to make the president look bad,"mainly ignore or click on the not interested thing in the corner ",,video,Yes,Not sure,,,4,2,Yes,No,,,4,Yes,Yes,,Yes,4,,No,Not sure,,,5- completely effective,5f178176fd9dc510cad21a86,,76237
2022-10-11 21:44:53,2022-10-11 21:55:57,IP Address,70.189.198.229,100,664,True,2022-10-11 21:55:57,R_yW2uGHppFbDUReV,,,,,36.1236,-115.2757,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,"Hispanic, Latino, Latina, or Latinx",,Moderate,At least once every week,Half of the time,"Yes, sometimes","sexual looking videos, government related topics",ask for them to be removed,,video,No,Not sure,,,4,2,Yes,No,,,4,No,No,,Yes,,4,No,No,,,4,616fa4b1aadde65d486940fd,,11233
2022-10-11 21:41:29,2022-10-11 21:56:00,IP Address,72.78.109.3,100,871,True,2022-10-11 21:56:01,R_u38C3sZg776Qjn3,,,,,40.1215,-75.3269,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Most of the time,"Yes, rarely","Typically hyper-conservative views on ""the trans agenda"", Black people and culture (13/50 rhetoric), extreme interracial dating preferences (divestment rhetoric).","I will typically click the ""Don't recommend channel"" button or I'll dislike the video (but that's rare; everyone's entitled to their own views. Unless it's super disrespectful or harmful, I won't do this)",,video,Yes,No,,,1- not at all effective,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,Not sure,,Yes,Yes,,4,,601228de8f04be234171ca8f,"I just want to clarify that I don't use the Dislike button to get rid of recommendations, as I know that's likely a futile endeavor. But I will do it if I happen to click on a video with starkly opposing rhetoric or content just to signal my disinterest to the channel creator themselves. Maybe if they get enough dislikes (you can never tell these days unless you have on a browser ad-on), they'll stop making unhelpful and malignant content. 

Thanks for the opportunity to participate. I use Youtube a whole lot. ",68563
2022-10-11 21:48:34,2022-10-11 21:56:04,IP Address,169.235.95.237,100,450,True,2022-10-11 21:56:04,R_1lfzmMNPDW2mfnz,,,,,33.9764,-117.3341,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, rarely","arachnids, horror ","I clicked on the ellipsis of that video and then ""not interested"" or ""do not recommend"" ",,video,Yes,Yes,,3,,2,Yes,No,,,Not sure,Yes,Yes,,Yes,5- completely effective,,Not sure,No,,,5- completely effective,61bb396e40db417c1a138e49,,82698
2022-10-11 21:52:19,2022-10-11 21:56:41,IP Address,68.3.41.101,100,261,True,2022-10-11 21:56:42,R_27dR0pUKmGtdOTH,,,,,33.5038,-112.0253,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Moderate,At least once every day,Always,"Yes, sometimes","My kid watches videos on my account, but on another phoen and her interests often pop up on my stuff",None,,Video,No,No,,,2,2,Yes,No,,,1- not at all effective,No,No,,Yes,,2,No,No,,,4,6110ae0070c014a099ee9d25,,38706
2022-10-11 21:50:53,2022-10-11 21:57:39,IP Address,76.93.182.43,100,406,True,2022-10-11 21:57:40,R_2YPyKiVnoKCcVYk,,,,,33.0035,-117.0696,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Asian or Asian American,,Very liberal,At least once every day,Always,"Yes, sometimes",A hunter or farmer shooting coyotes or other animals,I dislike the video.,,video,No,No,,,2,2,Yes,Yes,,3,,Yes,No,,Yes,,3,Yes,No,,,3,59e833e72f63d30001c8fb86,"I think dislikes work okay enough, and I'm far too lazy to go to submenus and click the not interested or do not recommend buttons.",12694
2022-10-11 21:42:47,2022-10-11 21:57:43,IP Address,72.49.202.218,100,895,True,2022-10-11 21:57:43,R_DH2DZ7Octf4bujD,,,,,39.1678,-84.4975,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Very conservative,At least once every day,Always,"Yes, sometimes",Usually political that I don’t agree with,Nothing or did not click on them,,Video,No,No,,,5- completely effective,2,No,No,,,5- completely effective,No,No,,Yes,,5- completely effective,No,No,,,5- completely effective,5fe50b8a3ce8063168469233,"Satisfying ",73456
2022-10-11 21:38:41,2022-10-11 21:57:55,IP Address,98.246.34.51,100,1153,True,2022-10-11 21:57:55,R_306m8lX9eSc7zcc,,,,,45.6435,-122.6247,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, sometimes","Conservatives ""owning"" liberals with false logic, ""how to make a bunch of money quick"" videos, ""inspirational"" videos by people like Gary V, and Jordan Peterson/Ben Shapiro videos","I usually don't do anything because I still sometimes want to see what those types of people are up to, but sometimes if 1 creator who is really annoying comes up repeatedly I will ""Do Not Recommend"" them.",,video,No,No,,,3,2,Yes,No,,,1- not at all effective,Yes,No,,Yes,,2,Yes,No,,,3,6314071bdf9a000f574ef600,"Everything went smooth, thanks!",61596
2022-10-11 21:54:33,2022-10-11 21:58:03,IP Address,75.31.168.12,100,210,True,2022-10-11 21:58:03,R_xGfutmr0HkeBBVD,,,,,34.2666,-118.7643,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Moderate,At least once every week,Always,"Yes, sometimes",Sexual in nature,"I did nothing because I wasn't sure what to do. ",,video,Yes,No,,,3,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,5- completely effective,5f0eb946d1dcf121645216d6,Great survey! I had no idea that most of those options even existed. Thank you!,19557
2022-10-11 21:52:26,2022-10-11 21:58:17,IP Address,174.250.209.238,100,350,True,2022-10-11 21:58:18,R_wY4fTtsjnBw2V8t,,,,,38.5774,-90.6709,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Very liberal,At least once every week,Most of the time,"Yes, sometimes","Influencer videos, music im not interested in, get rich quick schemes",Either remove from the queue or click not interested. If its truly distasteful i will hit the thumbs down button,,Video,No,No,,,3,2,Yes,Yes,,2,,Yes,Yes,,Yes,3,,Yes,Yes,,3,,5beca802fcb5fe0001259b62,"straight to the point, very well explained",31882
2022-10-11 21:48:12,2022-10-11 21:58:19,IP Address,50.159.160.181,100,606,True,2022-10-11 21:58:19,R_3oHZy2c4zMZEkFc,,,,,36.2709,-115.28,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,Black or African American,,Liberal,At least once every week,Always,"Yes, rarely","Racial ",I clicked the “ not interested” tab,,Video,Yes,No,,,5- completely effective,5- completely effective,Yes,No,,,4,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,60a2fae17fe95f27ca52e424,Thank you.,53564
2022-10-11 21:52:43,2022-10-11 21:58:24,IP Address,76.36.249.5,100,340,True,2022-10-11 21:58:24,R_BQyjxicRIg2Bxex,,,,,35.3656,-78.092,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Very liberal,At least once every day,Never,"Yes, very frequently",Men mad at women,I do not do anything and just do not watch them.,,video,No,No,,,3,2,Yes,No,,,Not sure,No,No,,Yes,,3,No,No,,,4,5f94a8e7fa8c422fc88940b0,,17766
2022-10-11 21:53:26,2022-10-11 21:58:43,IP Address,50.159.87.175,100,317,True,2022-10-11 21:58:44,R_1dzVZ8PyOyZamTw,,,,,36.0088,-115.2178,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, rarely","Topics that I am not interested in viewing. ",I didn't take any action,,video,Yes,Yes,,5- completely effective,,2,Yes,No,,,3,Not sure,Not sure,,Yes,,3,No,No,,,4,5e683c4d6ca0f9000d3f35fe,,65043
2022-10-11 21:54:26,2022-10-11 21:58:58,IP Address,97.121.134.209,100,272,True,2022-10-11 21:58:58,R_12hWl4eXu7rJ6FR,,,,,38.8511,-104.7688,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Always,Never,,,See if there was a way to remove this specific video and type of video from my recommendations.,Video,Not sure,,Yes,,4,2,Yes,,No,,1- not at all effective,Yes,,Yes,Yes,,3,Yes,,Yes,,3,60204dc20bebf462370504bf,,71418
2022-10-11 21:50:29,2022-10-11 21:59:19,IP Address,98.48.26.171,100,529,True,2022-10-11 21:59:19,R_yxuiiR9LCHM9xrr,,,,,32.3142,-106.7976,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,"Hispanic, Latino, Latina, or Latinx",,Conservative,At least once every day,Always,"Yes, sometimes",Some videos are from news outlets I do not like. There has been a few videos that I do not like the topic or I am not interested at all.,"I clicked on the options tab of video and clicked on Do Not Like or Do not recommend channel ",,Video,No,No,,,4,2,No,No,,,4,No,No,,Yes,,5- completely effective,Yes,Yes,,5- completely effective,,5b62ab4bdb56360001f55336,,21537
2022-10-11 21:55:47,2022-10-11 22:00:17,IP Address,73.50.6.242,100,269,True,2022-10-11 22:00:18,R_WfnkOmjcrejiGxX,,,,,41.7797,-87.872,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx,White",,Moderate,At least once every week,Always,Never,,,I would select do not recommend video or do not recommend channel,video,Yes,,Yes,,4,2,Yes,,Yes,,3,Yes,,Yes,Yes,,4,Yes,,Yes,,4,62d7858e9d0bb849183e1500,,17432
2022-10-11 21:44:17,2022-10-11 22:00:38,IP Address,68.3.50.89,100,980,True,2022-10-11 22:00:38,R_r8e5jOkItnrhLtT,,,,,33.6563,-112.1706,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Liberal,At least once every week,Most of the time,"Yes, rarely","videos that are sensationalistic, remind me of something I want to forget, have to do with an embarrasing topic",cleared my viewing history,,video,Yes,Yes,,5- completely effective,,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,3,591d369e88bbb500013a8517,,44601
2022-10-11 21:56:57,2022-10-11 22:00:59,IP Address,98.48.68.201,100,242,True,2022-10-11 22:01:00,R_1itbaooeovn1P6t,,,,,35.1013,-106.5247,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,"Hispanic, Latino, Latina, or Latinx,White",,Moderate,At least once every week,Always,"Yes, sometimes",Mainly a lot of people who play video games or are about anime,I just leave them. I just make sure not to press the video,,Video,No,No,,,5- completely effective,2,Yes,No,,,5- completely effective,No,No,,Yes,,4,No,No,,,5- completely effective,60867728bc9f530e7afdd83a,,24253
2022-10-11 21:57:10,2022-10-11 22:01:10,IP Address,76.133.119.124,100,239,True,2022-10-11 22:01:10,R_3FUU0QBJ6c2qD0d,,,,,37.7688,-122.262,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Native Hawaiian or Other Pacific Islander,,Conservative,At least once every day,Most of the time,"Yes, sometimes",Some videos about make up tutorials and other feminine things that I wasn't interested in.,"I disliked the video, or just skipped it.",,video,No,No,,,3,2,Yes,Yes,,4,,Yes,Yes,,Yes,Not sure,,No,No,,,Not sure,6003e9ce384e6a1d56dc4f3d,,46322
2022-10-11 21:57:52,2022-10-11 22:01:17,IP Address,24.118.177.148,100,204,True,2022-10-11 22:01:17,R_1GWCI2SowVK5ERg,,,,,45.0196,-93.2402,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Very liberal,At least once every day,Most of the time,"Yes, sometimes",Conservative and alt-right content,I don’t click or watch them,,"Video ",No,No,,,2,2,Yes,Yes,,2,,No,No,,Yes,,2,No,No,,,2,5c57631a47a04100010da795,,91432
2022-10-11 21:55:34,2022-10-11 22:01:43,IP Address,104.165.250.75,100,368,True,2022-10-11 22:01:43,R_30xlp5zDifQH0fq,,,,,42.8856,-78.8736,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, rarely",they were negative videos about a creator i like,i clicked on the 3 dots to the side of the video and said i was not interested,,video,Yes,Yes,,2,,2,Yes,Yes,,4,,Yes,Yes,,Yes,5- completely effective,,Yes,No,,,Not sure,616cd7d2ade7fb7148eeed39,,99363
2022-10-11 21:54:15,2022-10-11 22:01:44,IP Address,98.10.131.17,100,449,True,2022-10-11 22:01:44,R_6MDEQxPYNBQpfpv,,,,,43.2159,-78.0731,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Moderate,At least once every day,Always,"Yes, very frequently",animal abuse,"pushed the three dots and reported the video ",,video,Yes,Yes,,3,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,4,,Yes,Yes,,4,,60ed200c728ab881912aac11,,37980
2022-10-11 21:54:01,2022-10-11 22:02:18,IP Address,75.183.36.101,100,497,True,2022-10-11 22:02:18,R_2VQS2H9DQYAEzW2,,,,,36.143,-80.3073,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, sometimes",These were videos from far-right posters.,"I clicked on the dots next to the thumbnail, selected Not Interested.",,video,No,No,,,3,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,5- completely effective,,Yes,No,,,5- completely effective,5e33194f7d541f035c91e3b4,,15346
2022-10-11 21:57:56,2022-10-11 22:02:29,IP Address,65.25.79.141,100,272,True,2022-10-11 22:02:29,R_3L6aobpNgZ7ETzb,,,,,40.9794,-81.5357,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every day,Always,"Yes, very frequently",Videos from music bands that I NEVER listen to,I went through and hit dislike on the screen,,video,Yes,Yes,,1- not at all effective,,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,No,No,,,2,6171125c1d572c106f10824e,I learned about some new (to me) YouTube features for trying to get rid of unwanted videos. Thanks!,76837
2022-10-11 21:57:28,2022-10-11 22:02:38,IP Address,173.79.138.80,100,310,True,2022-10-11 22:02:39,R_9F69bje46Skti4F,,,,,39.0503,-77.3909,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Conservative,At least once every day,Most of the time,"Yes, sometimes",General political videos or videos I have already watched,"Sometimes I click the not interested button, although I feel like it doesn’t really do anything",,video,No,No,,,2,2,Yes,No,,,2,Yes,Yes,,Yes,3,,No,No,,,4,628c26cb11e2b7dff1d001b5,,32404
2022-10-11 21:54:48,2022-10-11 22:02:55,IP Address,64.121.70.91,100,487,True,2022-10-11 22:02:55,R_1EfZ4tFjJYBhGh6,,,,,40.595,-75.5289,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Always,"Yes, rarely","Recent news pertaining to violent subjects, religious videos. ",I selected the option to no longer recommend videos from the offending channels.,,video,No,No,,,3,2,Yes,No,,,2,Yes,No,,Yes,,3,Yes,Yes,,4,,5c0ef15265217a00014ef2bd,,45319
2022-10-11 21:58:49,2022-10-11 22:03:45,IP Address,73.102.44.139,100,295,True,2022-10-11 22:03:45,R_1r7ZdF3jloUXTvm,,,,,39.1397,-86.5141,anonymous,EN,I consent to participate in this survey,Bachelor degree,Non-binary,,White,,Very liberal,At least once every week,Most of the time,"Yes, sometimes",Conservative/transphobic video essays,"Blocking those creators, hitting dislike button, saying ""not interested""",,Video,Not sure,No,,,4,2,Yes,Yes,,4,,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,5e8a5f27f35994098ee9a4aa,,98547
2022-10-11 21:57:31,2022-10-11 22:03:49,IP Address,47.156.80.139,100,378,True,2022-10-11 22:03:50,R_2YERGoTjU7p2qGg,,,,,33.8308,-118.1125,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Always,"Yes, sometimes","animals being killed, children being hit, people being injured or dying in car/manufacturing accidents","I disliked the video and selected ""don't recommend this channel""",,video,Yes,No,,,1- not at all effective,2,Yes,Yes,,2,,Yes,Yes,,Yes,3,,Yes,Yes,,3,,631eb1955b112910ec9b0c1e,"I hope this research is genuinely useful in finding a way to help youtube not distribute so much unwanted, vulgar material. ",83734
